round,role,timestamp,shard,shard_out,shard_dropped,order,fill,fill_dropped,order_dropped,order_stale,order_duplicate,order_implausible,order_truncated,order_response_dropped,beat_gap_max,order_beat_gap_max,order_answer_overdue,feed_beat_gap_max,ledger_gen,ledger_foreign,control_dropped,control_relay_dropped,control_discarded,symbol_register_timeout,symbol_lookup_miss,strategy_register_timeout,watch_overflow,feed_channel_overflow,feed_channel_discarded,feed_channel_sent,feed_channel_received,fill_channel_overflow,fill_channel_discarded,fill_channel_sent,fill_channel_received
peak100k_one,both,2026-09-26 13:41:14,"4096,971,1055,1093/4096",0/4096,0,1024/1024,170/1024,0,277,0,0,0,0,0,16ms,185ms,0,5030ms,20008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak100k_one,both,2026-09-26 13:42:14,"4096,2386,2119,1093/4096",0/4096,0,1024/1024,975/1024,0,15557,0,0,0,0,0,17ms,1193ms,0,5030ms,130425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
