round,role,timestamp,shard,shard_out,shard_dropped,order,fill,fill_dropped,order_dropped,order_stale,order_duplicate,order_implausible,order_truncated,order_response_dropped,beat_gap_max,order_beat_gap_max,order_answer_overdue,ledger_gen,ledger_foreign,control_dropped,control_relay_dropped,control_discarded,symbol_register_timeout,symbol_lookup_miss,strategy_register_timeout,watch_overflow,feed_channel_overflow,feed_channel_discarded,feed_channel_sent,feed_channel_received,fill_channel_overflow,fill_channel_discarded,fill_channel_sent,fill_channel_received
Eboth,both,2026-09-25 12:24:22,"227,183,90,72/4096",0/4096,0,281/1024,291/1024,0,0,0,0,0,0,0,12ms,273ms,0,26765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
