lanes,shards,tickers,seconds,order_every,zipf,strategy,zmq,rate,elapsed_sec,ticks_emitted,offered_per_sec,accepted_per_sec,drop_pct,signals,orders,orders_per_sec,shard_high_water,order_high_water,fill_high_water,trade_dropped,shard_dropped,order_dropped,fill_dropped,latency_samples,p50_us,p99_us,max_us,started_at,source,sweep_ms,feed_sweeps,feed_calls,feed_failures,feed_quotes,feed_megabytes,feed_sweep_average_ms,feed_sweep_max_ms,feed_overruns
4,4,2700,300,1,1.0,itb,off,0,300.1,55260,184,184,0.0,245,240,0,95,10,4,0,0,0,0,245,4562.0,243458.0,245637.0,14:54:33,http,1000,1202,1202,0,796029,1254,106.6,1454.1,3
