lanes,shards,tickers,seconds,order_every,zipf,strategy,zmq,rate,elapsed_sec,ticks_emitted,offered_per_sec,accepted_per_sec,drop_pct,signals,orders,orders_per_sec,shard_high_water,order_high_water,fill_high_water,trade_dropped,shard_dropped,order_dropped,fill_dropped,latency_samples,p50_us,p99_us,max_us,started_at,source,sweep_ms,feed_sweeps,feed_calls,feed_failures,feed_quotes,feed_megabytes,feed_sweep_average_ms,feed_sweep_max_ms,feed_overruns
4,4,2700,300,1,1.0,itb,off,0,300.1,26419,88,88,0.0,154,153,0,189,11,7,0,0,0,0,154,15223.0,368069.0,371609.0,15:00:29,http,7000,172,172,0,113907,179,432.6,10344.8,1
