round,role,timestamp,shard,shard_out,shard_dropped,order,fill,fill_dropped,order_dropped,order_stale,order_duplicate,order_implausible,order_truncated,order_response_dropped,beat_gap_max,order_beat_gap_max,order_answer_overdue,feed_beat_gap_max,ledger_gen,ledger_foreign,control_dropped,control_relay_dropped,control_discarded,symbol_register_timeout,symbol_lookup_miss,strategy_register_timeout,watch_overflow,feed_channel_overflow,feed_channel_discarded,feed_channel_sent,feed_channel_received,fill_channel_overflow,fill_channel_discarded,fill_channel_sent,fill_channel_received
Esplit,order,2026-09-26 00:55:52,/4096,0/4096,0,0/1024,2/1024,0,0,0,0,0,0,0,10ms,0ms,0,5000ms,24022,0,0,0,0,0,0,0,0,0,0,253269,253269,0,0,0,0
Esplit,feed,2026-09-26 00:56:02,/4096,0/4096,0,0/1024,0/1024,0,0,0,0,0,0,0,0ms,0ms,0,0ms,29155,0,0,0,0,0,0,0,0,0,0,265700,265700,0,0,0,0
Esplit,strategy,2026-09-26 00:56:02,"640,652,633,601/4096",0/4096,0,300/1024,0/1024,0,0,0,0,0,0,0,0ms,17ms,0,0ms,29154,0,0,0,0,0,0,0,0,0,0,265700,265700,0,0,0,0
