round,role,timestamp,shard,shard_out,shard_dropped,order,fill,fill_dropped,order_dropped,order_stale,order_duplicate,order_implausible,order_truncated,order_response_dropped,beat_gap_max,order_beat_gap_max,order_answer_overdue,feed_beat_gap_max,ledger_gen,ledger_foreign,control_dropped,control_relay_dropped,control_discarded,symbol_register_timeout,symbol_lookup_miss,strategy_register_timeout,watch_overflow,feed_channel_overflow,feed_channel_discarded,feed_channel_sent,feed_channel_received,fill_channel_overflow,fill_channel_discarded,fill_channel_sent,fill_channel_received
Eboth,both,2026-09-26 00:54:15,"298,566,247,231/4096",0/4096,0,292/1024,295/1024,0,0,0,0,0,0,0,11ms,101ms,0,4917ms,27462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
