variant	ticker	ymd	aligned_prev	atr14_pct	open_dev_pct	buys	sells	buy_notional	sell_notional	gross_pnl	net_pnl	max_deployed	ret_pct	r	mae_pct	exits
e0_base_stop2.5	012450	20250911	True	3.3687	8.6390	1	1	978000.0000	998000.0000	20000.0000	16919.2000	978635.7000	1.7289	0.2881	-0.1022	"{""eod"": 1}"
e1_atr0.3	012450	20250911	True	3.3687	8.6390	1	1	978000.0000	998000.0000	20000.0000	16919.2000	978635.7000	1.7289	0.2881	-0.1022	"{""eod"": 1}"
e2_atr0.5	012450	20250911	True	3.3687	8.6390	1	1	978000.0000	998000.0000	20000.0000	16919.2000	978635.7000	1.7289	0.2881	-0.1022	"{""eod"": 1}"
e3_atr1.5	012450	20250911	True	3.3687	8.6390	1	1	978000.0000	998000.0000	20000.0000	16919.2000	978635.7000	1.7289	0.2881	-0.1022	"{""eod"": 1}"
e4_atr2.0	012450	20250911	True	3.3687	8.6390	1	1	978000.0000	998000.0000	20000.0000	16919.2000	978635.7000	1.7289	0.2881	-0.1022	"{""eod"": 1}"
e5_atr2.5	012450	20250911	True	3.3687	8.6390	1	1	978000.0000	998000.0000	20000.0000	16919.2000	978635.7000	1.7289	0.2881	-0.1022	"{""eod"": 1}"
e6_delay1	012450	20250911	True	3.3687	8.6390	1	1	983000.0000	998000.0000	15000.0000	11915.9500	983638.9500	1.2114	0.2019	-0.2035	"{""eod"": 1}"
e7_delay2	012450	20250911	True	3.3687	8.6390	1	1	984000.0000	998000.0000	14000.0000	10915.3000	984639.6000	1.1086	0.1848	-0.3049	"{""eod"": 1}"
e8_delay3	012450	20250911	True	3.3687	8.6390	1	1	988000.0000	998000.0000	10000.0000	6912.7000	988642.2000	0.6992	0.1165	-0.2024	"{""eod"": 1}"
e9_nostop	012450	20250911	True	3.3687	8.6390	1	1	978000.0000	998000.0000	20000.0000	16919.2000	978635.7000	1.7289	0.2881	-0.1022	"{""eod"": 1}"
e0_base_stop2.5	196170	20250911	True	4.2815	8.0053	1	1	1482000.0000	1460000.0000	-22000.0000	-26540.3000	1482963.3000	-1.7897	-0.2983	-1.4561	"{""eod"": 1}"
e1_atr0.3	196170	20250911	True	4.2815	8.0053	1	1	1482000.0000	1460000.0000	-22000.0000	-26540.3000	1482963.3000	-1.7897	-0.2983	-1.4561	"{""stop"": 1}"
e2_atr0.5	196170	20250911	True	4.2815	8.0053	1	1	1482000.0000	1460000.0000	-22000.0000	-26540.3000	1482963.3000	-1.7897	-0.2983	-1.4561	"{""eod"": 1}"
e3_atr1.5	196170	20250911	True	4.2815	8.0053	1	1	1482000.0000	1460000.0000	-22000.0000	-26540.3000	1482963.3000	-1.7897	-0.2983	-1.4561	"{""eod"": 1}"
e4_atr2.0	196170	20250911	True	4.2815	8.0053	1	1	1482000.0000	1460000.0000	-22000.0000	-26540.3000	1482963.3000	-1.7897	-0.2983	-1.4561	"{""eod"": 1}"
e5_atr2.5	196170	20250911	True	4.2815	8.0053	1	1	1482000.0000	1460000.0000	-22000.0000	-26540.3000	1482963.3000	-1.7897	-0.2983	-1.4561	"{""eod"": 1}"
e6_delay1	196170	20250911	True	4.2815	8.0053	1	1	1468000.0000	1460000.0000	-8000.0000	-12531.2000	1468954.2000	-0.8531	-0.1422	-0.5163	"{""eod"": 1}"
e7_delay2	196170	20250911	True	4.2815	8.0053	1	1	1470000.0000	1460000.0000	-10000.0000	-14532.5000	1470955.5000	-0.9880	-0.1647	-0.6517	"{""eod"": 1}"
e8_delay3	196170	20250911	True	4.2815	8.0053	1	1	1472000.0000	1460000.0000	-12000.0000	-16533.8000	1472956.8000	-1.1225	-0.1871	-0.6821	"{""eod"": 1}"
e9_nostop	196170	20250911	True	4.2815	8.0053	1	1	1482000.0000	1460000.0000	-22000.0000	-26540.3000	1482963.3000	-1.7897	-0.2983	-1.4561	"{""eod"": 1}"
e0_base_stop2.5	009540	20250911	True	4.9138	7.4248	1	1	1676000.0000	1686000.0000	10000.0000	4779.9000	1677089.4000	0.2850	0.0475	-0.3580	"{""eod"": 1}"
e1_atr0.3	009540	20250911	True	4.9138	7.4248	1	1	1676000.0000	1686000.0000	10000.0000	4779.9000	1677089.4000	0.2850	0.0475	-0.3580	"{""eod"": 1}"
e2_atr0.5	009540	20250911	True	4.9138	7.4248	1	1	1676000.0000	1686000.0000	10000.0000	4779.9000	1677089.4000	0.2850	0.0475	-0.3580	"{""eod"": 1}"
e3_atr1.5	009540	20250911	True	4.9138	7.4248	1	1	1676000.0000	1686000.0000	10000.0000	4779.9000	1677089.4000	0.2850	0.0475	-0.3580	"{""eod"": 1}"
e4_atr2.0	009540	20250911	True	4.9138	7.4248	1	1	1676000.0000	1686000.0000	10000.0000	4779.9000	1677089.4000	0.2850	0.0475	-0.3580	"{""eod"": 1}"
e5_atr2.5	009540	20250911	True	4.9138	7.4248	1	1	1676000.0000	1686000.0000	10000.0000	4779.9000	1677089.4000	0.2850	0.0475	-0.3580	"{""eod"": 1}"
e6_delay1	009540	20250911	True	4.9138	7.4248	1	1	1676000.0000	1686000.0000	10000.0000	4779.9000	1677089.4000	0.2850	0.0475	-0.3580	"{""eod"": 1}"
e7_delay2	009540	20250911	True	4.9138	7.4248	1	1	1678000.0000	1686000.0000	8000.0000	2778.6000	1679090.7000	0.1655	0.0276	-0.2384	"{""eod"": 1}"
e8_delay3	009540	20250911	True	4.9138	7.4248	1	1	1678000.0000	1686000.0000	8000.0000	2778.6000	1679090.7000	0.1655	0.0276	-0.1192	"{""eod"": 1}"
e9_nostop	009540	20250911	True	4.9138	7.4248	1	1	1676000.0000	1686000.0000	10000.0000	4779.9000	1677089.4000	0.2850	0.0475	-0.3580	"{""eod"": 1}"
e0_base_stop2.5	010140	20250911	True	4.1525	10.2887	1	1	1683750.0000	1672500.0000	-11250.0000	-16442.0625	1684844.4375	-0.9759	-0.1626	-1.3363	"{""eod"": 1}"
e1_atr0.3	010140	20250911	True	4.1525	10.2887	1	1	1683750.0000	1672500.0000	-11250.0000	-16442.0625	1684844.4375	-0.9759	-0.1626	-1.3363	"{""eod"": 1}"
e2_atr0.5	010140	20250911	True	4.1525	10.2887	1	1	1683750.0000	1672500.0000	-11250.0000	-16442.0625	1684844.4375	-0.9759	-0.1626	-1.3363	"{""eod"": 1}"
e3_atr1.5	010140	20250911	True	4.1525	10.2887	1	1	1683750.0000	1672500.0000	-11250.0000	-16442.0625	1684844.4375	-0.9759	-0.1626	-1.3363	"{""eod"": 1}"
e4_atr2.0	010140	20250911	True	4.1525	10.2887	1	1	1683750.0000	1672500.0000	-11250.0000	-16442.0625	1684844.4375	-0.9759	-0.1626	-1.3363	"{""eod"": 1}"
e5_atr2.5	010140	20250911	True	4.1525	10.2887	1	1	1683750.0000	1672500.0000	-11250.0000	-16442.0625	1684844.4375	-0.9759	-0.1626	-1.3363	"{""eod"": 1}"
e6_delay1	010140	20250911	True	4.1525	10.2887	1	1	1687500.0000	1672500.0000	-15000.0000	-20194.5000	1688596.8750	-1.1959	-0.1993	-1.5556	"{""eod"": 1}"
e7_delay2	010140	20250911	True	4.1525	10.2887	1	1	1687500.0000	1672500.0000	-15000.0000	-20194.5000	1688596.8750	-1.1959	-0.1993	-1.5556	"{""eod"": 1}"
e8_delay3	010140	20250911	True	4.1525	10.2887	1	1	1698600.0000	1694800.0000	-3800.0000	-9056.3500	1699704.0900	-0.5328	-0.0888	-0.6711	"{""eod"": 1}"
e9_nostop	010140	20250911	True	4.1525	10.2887	1	1	1683750.0000	1672500.0000	-11250.0000	-16442.0625	1684844.4375	-0.9759	-0.1626	-1.3363	"{""eod"": 1}"
e0_base_stop2.5	108490	20250911	True	9.6215	5.1434	4	4	6694866.0000	6755600.0000	60734.0000	39831.1171	1689497.4600	2.3576	0.3929	-2.8137	"{""tp"": 2, ""stop"": 1, ""eod"": 1}"
e1_atr0.3	108490	20250911	True	9.6215	5.1434	3	3	5049300.0000	5106600.0000	57300.0000	41506.7850	1689497.4600	2.4568	0.4095	-2.9114	"{""tp"": 2, ""stop"": 1}"
e2_atr0.5	108490	20250911	True	9.6215	5.1434	3	3	5049300.0000	5113400.0000	64100.0000	48290.1250	1689497.4600	2.8583	0.4764	-2.9114	"{""tp"": 2, ""eod"": 1}"
e3_atr1.5	108490	20250911	True	9.6215	5.1434	3	3	5049300.0000	5113400.0000	64100.0000	48290.1250	1689497.4600	2.8583	0.4764	-2.9114	"{""tp"": 2, ""eod"": 1}"
e4_atr2.0	108490	20250911	True	9.6215	5.1434	3	3	5049300.0000	5113400.0000	64100.0000	48290.1250	1689497.4600	2.8583	0.4764	-2.9114	"{""tp"": 2, ""eod"": 1}"
e5_atr2.5	108490	20250911	True	9.6215	5.1434	3	3	5049300.0000	5113400.0000	64100.0000	48290.1250	1689497.4600	2.8583	0.4764	-2.9114	"{""tp"": 2, ""eod"": 1}"
e6_delay1	108490	20250911	True	9.6215	5.1434	4	4	6708152.0000	6764100.0000	55948.0000	35015.6562	1701105.0000	2.0584	0.3431	-2.7150	"{""tp"": 2, ""stop"": 1, ""eod"": 1}"
e7_delay2	108490	20250911	True	9.6215	5.1434	4	4	6726200.0000	6776700.0000	50500.0000	29525.0550	1702806.1050	1.7339	0.2890	-2.8122	"{""tp"": 2, ""stop"": 1, ""eod"": 1}"
e8_delay3	108490	20250911	True	9.6215	5.1434	2	2	3333853.0000	3332000.0000	-1853.0000	-12183.4044	1702959.2045	-0.7154	-0.1192	-2.8209	"{""tp"": 1, ""stop"": 1}"
e9_nostop	108490	20250911	True	9.6215	5.1434	3	3	5049300.0000	5113400.0000	64100.0000	48290.1250	1689497.4600	2.8583	0.4764	-2.9114	"{""tp"": 2, ""eod"": 1}"
e0_base_stop2.5	007660	20250911	True	5.8959	18.3209	3	3	4987700.0000	4974500.0000	-13200.0000	-28629.5300	1677789.8550	-1.7064	-0.2844	-2.8552	"{""stop"": 1, ""tp"": 1, ""eod"": 1}"
e1_atr0.3	007660	20250911	True	5.8959	18.3209	3	3	4984100.0000	4943000.0000	-41100.0000	-56450.0150	1696201.8150	-3.3280	-0.5547	-1.8868	"{""stop"": 2, ""eod"": 1}"
e2_atr0.5	007660	20250911	True	5.8959	18.3209	3	3	4987700.0000	4974500.0000	-13200.0000	-28629.5300	1677789.8550	-1.7064	-0.2844	-2.8552	"{""stop"": 1, ""tp"": 1, ""eod"": 1}"
e3_atr1.5	007660	20250911	True	5.8959	18.3209	1	1	1656600.0000	1636800.0000	-19800.0000	-24886.9500	1657676.7900	-1.5013	-0.2502	-3.3201	"{""eod"": 1}"
e4_atr2.0	007660	20250911	True	5.8959	18.3209	1	1	1656600.0000	1636800.0000	-19800.0000	-24886.9500	1657676.7900	-1.5013	-0.2502	-3.3201	"{""eod"": 1}"
e5_atr2.5	007660	20250911	True	5.8959	18.3209	1	1	1656600.0000	1636800.0000	-19800.0000	-24886.9500	1657676.7900	-1.5013	-0.2502	-3.3201	"{""eod"": 1}"
e6_delay1	007660	20250911	True	5.8959	18.3209	3	3	4992100.0000	4978900.0000	-13200.0000	-28643.1700	1677789.8550	-1.7072	-0.2845	-3.1126	"{""stop"": 1, ""tp"": 1, ""eod"": 1}"
e7_delay2	007660	20250911	True	5.8959	18.3209	2	2	3356100.0000	3326000.0000	-30100.0000	-40430.1650	1696201.8150	-2.3836	-0.3973	-3.1126	"{""stop"": 1, ""eod"": 1}"
e8_delay3	007660	20250911	True	5.8959	18.3209	2	2	3367300.0000	3334800.0000	-32500.0000	-42859.0050	1700804.8050	-2.5199	-0.4200	-2.6385	"{""stop"": 1, ""eod"": 1}"
e9_nostop	007660	20250911	True	5.8959	18.3209	1	1	1656600.0000	1636800.0000	-19800.0000	-24886.9500	1657676.7900	-1.5013	-0.2502	-3.3201	"{""eod"": 1}"
e0_base_stop2.5	298040	20250911	True	4.3994	13.4363	1	1	1393000.0000	1387000.0000	-6000.0000	-10303.6000	1393905.4500	-0.7392	-0.1232	-1.6511	"{""eod"": 1}"
e1_atr0.3	298040	20250911	True	4.3994	13.4363	2	2	2765000.0000	2760000.0000	-5000.0000	-13559.2500	1393905.4500	-0.9728	-0.1621	-1.3640	"{""stop"": 1, ""eod"": 1}"
e2_atr0.5	298040	20250911	True	4.3994	13.4363	1	1	1393000.0000	1387000.0000	-6000.0000	-10303.6000	1393905.4500	-0.7392	-0.1232	-1.6511	"{""eod"": 1}"
e3_atr1.5	298040	20250911	True	4.3994	13.4363	1	1	1393000.0000	1387000.0000	-6000.0000	-10303.6000	1393905.4500	-0.7392	-0.1232	-1.6511	"{""eod"": 1}"
e4_atr2.0	298040	20250911	True	4.3994	13.4363	1	1	1393000.0000	1387000.0000	-6000.0000	-10303.6000	1393905.4500	-0.7392	-0.1232	-1.6511	"{""eod"": 1}"
e5_atr2.5	298040	20250911	True	4.3994	13.4363	1	1	1393000.0000	1387000.0000	-6000.0000	-10303.6000	1393905.4500	-0.7392	-0.1232	-1.6511	"{""eod"": 1}"
e6_delay1	298040	20250911	True	4.3994	13.4363	1	1	1393000.0000	1387000.0000	-6000.0000	-10303.6000	1393905.4500	-0.7392	-0.1232	-1.6511	"{""eod"": 1}"
e7_delay2	298040	20250911	True	4.3994	13.4363	1	1	1395000.0000	1387000.0000	-8000.0000	-12304.9000	1395906.7500	-0.8815	-0.1469	-1.7921	"{""eod"": 1}"
e8_delay3	298040	20250911	True	4.3994	13.4363	1	1	1397000.0000	1387000.0000	-10000.0000	-14306.2000	1397908.0500	-1.0234	-0.1706	-1.9327	"{""eod"": 1}"
e9_nostop	298040	20250911	True	4.3994	13.4363	1	1	1393000.0000	1387000.0000	-6000.0000	-10303.6000	1393905.4500	-0.7392	-0.1232	-1.6511	"{""eod"": 1}"
e0_base_stop2.5	226950	20250911	True	9.1243	30.9471	2	2	3292700.0000	3250900.0000	-41800.0000	-51904.9600	1667383.0950	-3.1130	-0.5188	-2.6226	"{""stop"": 1, ""eod"": 1}"
e1_atr0.3	226950	20250911	True	9.1243	30.9471	2	2	3309800.0000	3252800.0000	-57000.0000	-67120.7300	1667383.0950	-4.0255	-0.6709	-2.3945	"{""stop"": 1, ""eod"": 1}"
e2_atr0.5	226950	20250911	True	9.1243	30.9471	1	1	1666300.0000	1628300.0000	-38000.0000	-43072.4300	1667383.0950	-2.5832	-0.4305	-3.0787	"{""eod"": 1}"
e3_atr1.5	226950	20250911	True	9.1243	30.9471	1	1	1666300.0000	1628300.0000	-38000.0000	-43072.4300	1667383.0950	-2.5832	-0.4305	-3.0787	"{""eod"": 1}"
e4_atr2.0	226950	20250911	True	9.1243	30.9471	1	1	1666300.0000	1628300.0000	-38000.0000	-43072.4300	1667383.0950	-2.5832	-0.4305	-3.0787	"{""eod"": 1}"
e5_atr2.5	226950	20250911	True	9.1243	30.9471	1	1	1666300.0000	1628300.0000	-38000.0000	-43072.4300	1667383.0950	-2.5832	-0.4305	-3.0787	"{""eod"": 1}"
e6_delay1	226950	20250911	True	9.1243	30.9471	2	2	3313600.0000	3252800.0000	-60800.0000	-70923.2000	1671185.5650	-4.2439	-0.7073	-2.6166	"{""stop"": 1, ""eod"": 1}"
e7_delay2	226950	20250911	True	9.1243	30.9471	2	2	3319300.0000	3258500.0000	-60800.0000	-70940.8700	1676889.2700	-4.2305	-0.7051	-2.9478	"{""stop"": 1, ""eod"": 1}"
e8_delay3	226950	20250911	True	9.1243	30.9471	1	1	1645400.0000	1628300.0000	-17100.0000	-22158.8450	1646469.5100	-1.3458	-0.2243	-1.8476	"{""eod"": 1}"
e9_nostop	226950	20250911	True	9.1243	30.9471	1	1	1666300.0000	1628300.0000	-38000.0000	-43072.4300	1667383.0950	-2.5832	-0.4305	-3.0787	"{""eod"": 1}"
e0_base_stop2.5	298380	20250911	True	6.0568	9.8638	2	2	3283200.0000	3334400.0000	51200.0000	40896.6400	1673086.8000	2.4444	0.4074	-1.6882	"{""tp"": 1, ""eod"": 1}"
e1_atr0.3	298380	20250911	True	6.0568	9.8638	2	2	3283200.0000	3334400.0000	51200.0000	40896.6400	1673086.8000	2.4444	0.4074	-1.6882	"{""tp"": 1, ""eod"": 1}"
e2_atr0.5	298380	20250911	True	6.0568	9.8638	2	2	3283200.0000	3334400.0000	51200.0000	40896.6400	1673086.8000	2.4444	0.4074	-1.6882	"{""tp"": 1, ""eod"": 1}"
e3_atr1.5	298380	20250911	True	6.0568	9.8638	2	2	3283200.0000	3334400.0000	51200.0000	40896.6400	1673086.8000	2.4444	0.4074	-1.6882	"{""tp"": 1, ""eod"": 1}"
e4_atr2.0	298380	20250911	True	6.0568	9.8638	2	2	3283200.0000	3334400.0000	51200.0000	40896.6400	1673086.8000	2.4444	0.4074	-1.6882	"{""tp"": 1, ""eod"": 1}"
e5_atr2.5	298380	20250911	True	6.0568	9.8638	2	2	3283200.0000	3334400.0000	51200.0000	40896.6400	1673086.8000	2.4444	0.4074	-1.6882	"{""tp"": 1, ""eod"": 1}"
e6_delay1	298380	20250911	True	6.0568	9.8638	5	5	8391000.0000	8467600.0000	76600.0000	50400.2300	1701905.5200	2.9614	0.4936	-2.8249	"{""tp"": 3, ""stop"": 1, ""eod"": 1}"
e7_delay2	298380	20250911	True	6.0568	9.8638	2	2	3376900.0000	3428000.0000	51100.0000	40506.4150	1702806.1050	2.3788	0.3965	-1.5282	"{""tp"": 1, ""eod"": 1}"
e8_delay3	298380	20250911	True	6.0568	9.8638	2	2	3321600.0000	3358400.0000	36800.0000	26412.8800	1687496.1600	1.5652	0.2609	-0.9488	"{""tp"": 1, ""eod"": 1}"
e9_nostop	298380	20250911	True	6.0568	9.8638	2	2	3283200.0000	3334400.0000	51200.0000	40896.6400	1673086.8000	2.4444	0.4074	-1.6882	"{""tp"": 1, ""eod"": 1}"
e0_base_stop2.5	466100	20250911	True	8.5657	34.4284	1	1	1699263.0000	1731900.0000	32637.0000	27289.3240	1700367.5210	1.6049	0.2675	-2.1156	"{""eod"": 1}"
e1_atr0.3	466100	20250911	True	8.5657	34.4284	3	3	5064563.0000	5083400.0000	18837.0000	3090.7041	1700367.5210	0.1818	0.0303	-1.9247	"{""stop"": 1, ""tp"": 1, ""eod"": 1}"
e2_atr0.5	466100	20250911	True	8.5657	34.4284	1	1	1699263.0000	1731900.0000	32637.0000	27289.3240	1700367.5210	1.6049	0.2675	-2.1156	"{""eod"": 1}"
e3_atr1.5	466100	20250911	True	8.5657	34.4284	1	1	1699263.0000	1731900.0000	32637.0000	27289.3240	1700367.5210	1.6049	0.2675	-2.1156	"{""eod"": 1}"
e4_atr2.0	466100	20250911	True	8.5657	34.4284	1	1	1699263.0000	1731900.0000	32637.0000	27289.3240	1700367.5210	1.6049	0.2675	-2.1156	"{""eod"": 1}"
e5_atr2.5	466100	20250911	True	8.5657	34.4284	1	1	1699263.0000	1731900.0000	32637.0000	27289.3240	1700367.5210	1.6049	0.2675	-2.1156	"{""eod"": 1}"
e6_delay1	466100	20250911	True	8.5657	34.4284	1	1	1690500.0000	1731900.0000	41400.0000	36058.0200	1691598.8250	2.1316	0.3553	-1.6082	"{""eod"": 1}"
e7_delay2	466100	20250911	True	8.5657	34.4284	2	2	3376900.0000	3374100.0000	-2800.0000	-13261.5300	1691598.8250	-0.7840	-0.1307	-2.6089	"{""stop"": 1, ""eod"": 1}"
e8_delay3	466100	20250911	True	8.5657	34.4284	2	2	3368650.0000	3417050.0000	48400.0000	37838.6050	1686145.2825	2.2441	0.3740	-0.4303	"{""tp"": 1, ""eod"": 1}"
e9_nostop	466100	20250911	True	8.5657	34.4284	1	1	1699263.0000	1731900.0000	32637.0000	27289.3240	1700367.5210	1.6049	0.2675	-2.1156	"{""eod"": 1}"
e0_base_stop2.5	100090	20250911	True	9.8349	10.7647	11	11	18599350.0000	19041650.0000	442300.0000	383558.3800	1705607.9250	22.4881	3.7480	-3.4137	"{""tp"": 8, ""stop"": 1, ""zone_exit"": 1, ""eod"": 1}"
e1_atr0.3	100090	20250911	True	9.8349	10.7647	11	11	18599350.0000	19041650.0000	442300.0000	383558.3800	1705607.9250	22.4881	3.7480	-3.4137	"{""tp"": 8, ""stop"": 1, ""zone_exit"": 1, ""eod"": 1}"
e2_atr0.5	100090	20250911	True	9.8349	10.7647	10	10	16916350.0000	17406600.0000	490250.0000	436608.2025	1705607.9250	25.5984	4.2664	-3.4137	"{""tp"": 8, ""zone_exit"": 1, ""eod"": 1}"
e3_atr1.5	100090	20250911	True	9.8349	10.7647	10	10	16916350.0000	17406600.0000	490250.0000	436608.2025	1705607.9250	25.5984	4.2664	-3.4137	"{""tp"": 8, ""zone_exit"": 1, ""eod"": 1}"
e4_atr2.0	100090	20250911	True	9.8349	10.7647	10	10	16916350.0000	17406600.0000	490250.0000	436608.2025	1705607.9250	25.5984	4.2664	-3.4137	"{""tp"": 8, ""zone_exit"": 1, ""eod"": 1}"
e5_atr2.5	100090	20250911	True	9.8349	10.7647	10	10	16916350.0000	17406600.0000	490250.0000	436608.2025	1705607.9250	25.5984	4.2664	-3.4137	"{""tp"": 8, ""zone_exit"": 1, ""eod"": 1}"
e6_delay1	100090	20250911	True	9.8349	10.7647	10	10	16892900.0000	17251650.0000	358750.0000	305503.0725	1703256.3975	17.9364	2.9894	-3.4137	"{""tp"": 7, ""stop"": 1, ""zone_exit"": 1, ""eod"": 1}"
e7_delay2	100090	20250911	True	9.8349	10.7647	9	9	15206150.0000	15613650.0000	407500.0000	359362.5600	1703256.3975	21.0986	3.5164	-3.4137	"{""tp"": 7, ""zone_exit"": 1, ""eod"": 1}"
e8_delay3	100090	20250911	True	9.8349	10.7647	7	7	11821700.0000	12109000.0000	287300.0000	249948.8450	1699904.2200	14.7037	2.4506	-3.4137	"{""tp"": 5, ""zone_exit"": 1, ""eod"": 1}"
e9_nostop	100090	20250911	True	9.8349	10.7647	10	10	16916350.0000	17406600.0000	490250.0000	436608.2025	1705607.9250	25.5984	4.2664	-3.4137	"{""tp"": 8, ""zone_exit"": 1, ""eod"": 1}"
e0_base_stop2.5	460930	20250911	True	10.0521	23.3489	2	2	3351500.0000	3294700.0000	-56800.0000	-67050.4900	1678590.3750	-3.9945	-0.6657	-3.0645	"{""stop"": 1, ""eod"": 1}"
e1_atr0.3	460930	20250911	True	10.0521	23.3489	2	2	3351500.0000	3294700.0000	-56800.0000	-67050.4900	1678590.3750	-3.9945	-0.6657	-3.0645	"{""stop"": 1, ""eod"": 1}"
e2_atr0.5	460930	20250911	True	10.0521	23.3489	1	1	1674000.0000	1641600.0000	-32400.0000	-37510.0200	1675088.1000	-2.2393	-0.3732	-3.0645	"{""eod"": 1}"
e3_atr1.5	460930	20250911	True	10.0521	23.3489	1	1	1674000.0000	1641600.0000	-32400.0000	-37510.0200	1675088.1000	-2.2393	-0.3732	-3.0645	"{""eod"": 1}"
e4_atr2.0	460930	20250911	True	10.0521	23.3489	1	1	1674000.0000	1641600.0000	-32400.0000	-37510.0200	1675088.1000	-2.2393	-0.3732	-3.0645	"{""eod"": 1}"
e5_atr2.5	460930	20250911	True	10.0521	23.3489	1	1	1674000.0000	1641600.0000	-32400.0000	-37510.0200	1675088.1000	-2.2393	-0.3732	-3.0645	"{""eod"": 1}"
e6_delay1	460930	20250911	True	10.0521	23.3489	1	1	1696750.0000	1672000.0000	-24750.0000	-29949.2875	1697852.8875	-1.7640	-0.2940	-2.4311	"{""eod"": 1}"
e7_delay2	460930	20250911	True	10.0521	23.3489	1	1	1696750.0000	1672000.0000	-24750.0000	-29949.2875	1697852.8875	-1.7640	-0.2940	-2.4311	"{""eod"": 1}"
e8_delay3	460930	20250911	True	10.0521	23.3489	1	1	1696750.0000	1672000.0000	-24750.0000	-29949.2875	1697852.8875	-1.7640	-0.2940	-2.4311	"{""eod"": 1}"
e9_nostop	460930	20250911	True	10.0521	23.3489	1	1	1674000.0000	1641600.0000	-32400.0000	-37510.0200	1675088.1000	-2.2393	-0.3732	-3.0645	"{""eod"": 1}"
e0_base_stop2.5	267260	20250911	True	3.4730	13.2822	2	2	2827000.0000	2882000.0000	55000.0000	46101.5500	1672086.1500	2.7571	0.4595	-0.5190	"{""tp"": 1, ""eod"": 1}"
e1_atr0.3	267260	20250911	True	3.4730	13.2822	2	2	2827000.0000	2882000.0000	55000.0000	46101.5500	1672086.1500	2.7571	0.4595	-0.5190	"{""tp"": 1, ""eod"": 1}"
e2_atr0.5	267260	20250911	True	3.4730	13.2822	2	2	2827000.0000	2882000.0000	55000.0000	46101.5500	1672086.1500	2.7571	0.4595	-0.5190	"{""tp"": 1, ""eod"": 1}"
e3_atr1.5	267260	20250911	True	3.4730	13.2822	2	2	2827000.0000	2882000.0000	55000.0000	46101.5500	1672086.1500	2.7571	0.4595	-0.5190	"{""tp"": 1, ""eod"": 1}"
e4_atr2.0	267260	20250911	True	3.4730	13.2822	2	2	2827000.0000	2882000.0000	55000.0000	46101.5500	1672086.1500	2.7571	0.4595	-0.5190	"{""tp"": 1, ""eod"": 1}"
e5_atr2.5	267260	20250911	True	3.4730	13.2822	2	2	2827000.0000	2882000.0000	55000.0000	46101.5500	1672086.1500	2.7571	0.4595	-0.5190	"{""tp"": 1, ""eod"": 1}"
e6_delay1	267260	20250911	True	3.4730	13.2822	2	2	2830000.0000	2885000.0000	55000.0000	46092.2500	1675088.1000	2.7516	0.4586	-0.5190	"{""tp"": 1, ""eod"": 1}"
e7_delay2	267260	20250911	True	3.4730	13.2822	2	2	2844000.0000	2897000.0000	53000.0000	44053.7500	1687095.9000	2.6112	0.4352	-0.6908	"{""tp"": 1, ""eod"": 1}"
e8_delay3	267260	20250911	True	3.4730	13.2822	2	2	2864000.0000	2909000.0000	45000.0000	36011.3500	1699103.7000	2.1194	0.3532	-0.8576	"{""tp"": 1, ""eod"": 1}"
e9_nostop	267260	20250911	True	3.4730	13.2822	2	2	2827000.0000	2882000.0000	55000.0000	46101.5500	1672086.1500	2.7571	0.4595	-0.5190	"{""tp"": 1, ""eod"": 1}"
e0_base_stop2.5	077970	20250911	True	9.5340	16.7442	3	3	5026450.0000	5036600.0000	10150.0000	-5456.8625	1687696.2900	-0.3233	-0.0539	-2.5131	"{""tp"": 1, ""stop"": 1, ""eod"": 1}"
e1_atr0.3	077970	20250911	True	9.5340	16.7442	3	3	5026450.0000	5036600.0000	10150.0000	-5456.8625	1687696.2900	-0.3233	-0.0539	-2.5131	"{""tp"": 1, ""stop"": 1, ""eod"": 1}"
e2_atr0.5	077970	20250911	True	9.5340	16.7442	2	2	3339850.0000	3358750.0000	18900.0000	8500.1600	1672336.3125	0.5083	0.0847	-3.1414	"{""tp"": 1, ""eod"": 1}"
e3_atr1.5	077970	20250911	True	9.5340	16.7442	2	2	3339850.0000	3358750.0000	18900.0000	8500.1600	1672336.3125	0.5083	0.0847	-3.1414	"{""tp"": 1, ""eod"": 1}"
e4_atr2.0	077970	20250911	True	9.5340	16.7442	2	2	3339850.0000	3358750.0000	18900.0000	8500.1600	1672336.3125	0.5083	0.0847	-3.1414	"{""tp"": 1, ""eod"": 1}"
e5_atr2.5	077970	20250911	True	9.5340	16.7442	2	2	3339850.0000	3358750.0000	18900.0000	8500.1600	1672336.3125	0.5083	0.0847	-3.1414	"{""tp"": 1, ""eod"": 1}"
e6_delay1	077970	20250911	True	9.5340	16.7442	3	3	5024650.0000	5038400.0000	13750.0000	-1860.1025	1684093.9500	-0.1105	-0.0184	-2.5131	"{""tp"": 1, ""stop"": 1, ""eod"": 1}"
e7_delay2	077970	20250911	True	9.5340	16.7442	1	1	1697400.0000	1686600.0000	-10800.0000	-16035.4800	1698503.3100	-0.9441	-0.1573	-1.9088	"{""eod"": 1}"
e8_delay3	077970	20250911	True	9.5340	16.7442	1	1	1697400.0000	1686600.0000	-10800.0000	-16035.4800	1698503.3100	-0.9441	-0.1573	-1.9088	"{""eod"": 1}"
