variant	month	n_days	n_buy_fills	n_sell_fills	mean_r	mae_med	win_rate	turnover	deployed	gross	net	cost	turnover_x	cost_share
w3_take3.0_stop0.0_atr4.0_dev-1.0	202509	66	41	34	-0.0087	-0.6577	0.2727	85495970.0000	137305132.6810	98270.0000	-64834.2265	163104.2265	0.6227	1.6598
w3_take3.0_stop0.0_atr4.0_dev-1.0	202510	78	47	45	0.0724	-0.8548	0.3718	98223600.0000	163146218.2625	905130.0000	687123.2355	218006.7645	0.6021	0.2409
w3_take3.0_stop0.0_atr4.0_dev-1.0	202511	68	42	47	0.1107	-0.7398	0.4412	89473350.0000	144917984.4375	1193050.0000	960557.2775	232492.7225	0.6174	0.1949
w3_take3.0_stop0.0_atr4.0_dev-1.0	202512	127	77	72	-0.0813	-0.7955	0.2126	162633130.0000	268920011.9520	-943240.0000	-1290461.1920	347221.1920	0.6048	0.3681
w3_take3.0_stop0.0_atr4.0_dev-1.0	202601	115	73	77	0.1208	-0.4843	0.4696	154609200.0000	244521642.7455	2165440.0000	1785450.0180	379989.9820	0.6323	0.1755
w3_take3.0_stop0.0_atr4.0_dev-1.0	202602	45	27	25	0.2104	-0.2217	0.4222	57054990.0000	95375594.1935	1185380.0000	1060711.0010	124668.9990	0.5982	0.1052
w3_take3.0_stop0.0_atr4.0_dev-1.0	202603	12	4	8	-0.7378	-6.2799	0.0833	8578900.0000	25356002.8300	-1058140.0000	-1094443.5890	36303.5890	0.3383	0.0343
w3_take3.0_stop0.0_atr4.0_dev-1.0	202604	32	18	19	-0.0031	-0.6227	0.2500	38195930.0000	68098673.2690	106070.0000	12789.8605	93280.1395	0.5609	0.8794
w3_take3.0_stop0.0_atr4.0_dev-1.0	202605	26	21	22	0.2010	-1.0381	0.5769	43674150.0000	54828523.0450	753100.0000	646025.9500	107074.0500	0.7966	0.1422
w3_take3.0_stop0.0_atr4.0_dev-1.0	202606	4	2	3	-0.4032	-2.3728	0.2500	4088700.0000	8178626.6100	-187000.0000	-200591.3800	13591.3800	0.4999	0.0727
w3_take3.0_stop0.0_atr4.0_dev-1.0	202608	6	5	2	-0.0629	-0.7909	0.1667	10059000.0000	12082612.1200	-32800.0000	-42270.3400	9470.3400	0.8325	0.2887
w3_take3.0_stop0.0_atr4.0_dev-1.0	202609	44	29	32	0.0125	-0.7448	0.3636	61119450.0000	92737158.4875	170800.0000	16263.2050	154536.7950	0.6591	0.9048
w3_take3.0_stop0.0_atr4.5_dev-1.0	202509	75	46	38	-0.0272	-0.7138	0.2533	95546770.0000	155429450.9210	-62730.0000	-244050.9165	181320.9165	0.6147	2.8905
w3_take3.0_stop0.0_atr4.5_dev-1.0	202510	94	60	59	0.0830	-0.7922	0.4149	124948580.0000	196553188.5565	1242530.0000	957776.3715	284753.6285	0.6357	0.2292
w3_take3.0_stop0.0_atr4.5_dev-1.0	202511	94	56	61	0.0193	-0.7919	0.3723	118586100.0000	199109311.9175	573350.0000	275134.8575	298215.1425	0.5956	0.5201
w3_take3.0_stop0.0_atr4.5_dev-1.0	202512	154	92	86	-0.0831	-0.9441	0.1948	192708530.0000	323072333.5820	-1162840.0000	-1574540.8220	411700.8220	0.5965	0.3540
w3_take3.0_stop0.0_atr4.5_dev-1.0	202601	162	105	108	0.1103	-0.5376	0.4568	219260400.0000	339572598.2505	2705140.0000	2180891.9430	524248.0570	0.6457	0.1938
w3_take3.0_stop0.0_atr4.5_dev-1.0	202602	81	55	48	0.2009	-0.4334	0.4568	115397390.0000	170711192.8385	2153080.0000	1915799.1160	237280.8840	0.6760	0.1102
w3_take3.0_stop0.0_atr4.5_dev-1.0	202603	29	11	21	-0.8118	-6.5163	0.1034	23023200.0000	60351651.3900	-2803340.0000	-2897538.0790	94198.0790	0.3815	0.0336
w3_take3.0_stop0.0_atr4.5_dev-1.0	202604	50	29	30	0.0396	-0.4960	0.3400	60673780.0000	104563192.1265	449070.0000	303244.7955	145825.2045	0.5803	0.3247
w3_take3.0_stop0.0_atr4.5_dev-1.0	202605	41	31	33	0.1082	-1.3514	0.5366	65032400.0000	86853526.0750	707150.0000	546201.6775	160948.3225	0.7488	0.2276
w3_take3.0_stop0.0_atr4.5_dev-1.0	202606	6	3	4	-0.1919	-2.8928	0.3333	6121900.0000	12245636.5700	-125900.0000	-144299.1050	18399.1050	0.4999	0.1461
w3_take3.0_stop0.0_atr4.5_dev-1.0	202608	22	15	10	0.0741	-1.0465	0.3182	30804300.0000	45144970.7300	237450.0000	189465.1825	47984.8175	0.6823	0.2021
w3_take3.0_stop0.0_atr4.5_dev-1.0	202609	57	35	40	-0.0109	-0.8702	0.3509	73795850.0000	120230181.8225	-6200.0000	-199292.7150	193092.7150	0.6138	31.1440
w3_take3.0_stop0.0_atr5.0_dev-1.0	202509	86	53	44	-0.0100	-0.7937	0.2674	110010470.0000	177933726.0560	118220.0000	-91838.1490	210058.1490	0.6183	1.7768
w3_take3.0_stop0.0_atr5.0_dev-1.0	202510	108	70	69	0.0752	-0.7922	0.4259	146200320.0000	226429949.3985	1330040.0000	996183.3430	333856.6570	0.6457	0.2510
w3_take3.0_stop0.0_atr5.0_dev-1.0	202511	131	78	84	0.0034	-0.9688	0.3511	162884112.0000	274356109.2443	464438.0000	59689.1507	404748.8493	0.5937	0.8715
w3_take3.0_stop0.0_atr5.0_dev-1.0	202512	164	101	94	-0.0854	-0.9533	0.2134	211393030.0000	344045279.0520	-1271140.0000	-1721379.0770	450239.0770	0.6144	0.3542
w3_take3.0_stop0.0_atr5.0_dev-1.0	202601	185	121	124	0.1001	-0.5769	0.4432	251496900.0000	385887344.4205	2869340.0000	2271373.0530	597966.9470	0.6517	0.2084
w3_take3.0_stop0.0_atr5.0_dev-1.0	202602	103	67	60	0.1760	-0.4967	0.4272	140702190.0000	217128954.4585	2436680.0000	2140374.6660	296305.3340	0.6480	0.1216
w3_take3.0_stop0.0_atr5.0_dev-1.0	202603	42	19	29	-0.6495	-6.7477	0.1190	39521200.0000	87410609.6250	-3212390.0000	-3343557.1915	131167.1915	0.4521	0.0408
w3_take3.0_stop0.0_atr5.0_dev-1.0	202604	74	45	47	0.0876	-0.4807	0.4189	93954080.0000	154688609.8115	1101770.0000	873132.3005	228637.6995	0.6074	0.2075
w3_take3.0_stop0.0_atr5.0_dev-1.0	202605	59	44	46	0.0549	-1.3514	0.4915	91067800.0000	122383754.8100	635450.0000	414774.4125	220675.5875	0.7441	0.3473
w3_take3.0_stop0.0_atr5.0_dev-1.0	202606	8	4	5	-0.0844	-1.2064	0.3750	8255900.0000	16514276.7700	-59900.0000	-83349.2050	23449.2050	0.4999	0.3915
w3_take3.0_stop0.0_atr5.0_dev-1.0	202607	3	2	1	0.0936	-0.3950	0.3333	4319840.0000	6482652.2520	41480.0000	36418.5860	5061.4140	0.6664	0.1220
w3_take3.0_stop0.0_atr5.0_dev-1.0	202608	42	30	24	0.0609	-0.9423	0.3810	62815950.0000	88077409.6300	436900.0000	319495.4500	117404.5500	0.7132	0.2687
w3_take3.0_stop0.0_atr5.0_dev-1.0	202609	80	52	59	0.0348	-0.8372	0.3875	109064050.0000	168021149.3925	477600.0000	192750.9750	284849.0250	0.6491	0.5964
w3_take3.0_stop6.0_atr4.0_dev-1.0	202509	67	42	35	-0.0019	-0.6442	0.2687	87623570.0000	139433051.8210	160370.0000	-7761.2215	168131.2215	0.6284	1.0484
w3_take3.0_stop6.0_atr4.0_dev-1.0	202510	78	47	45	0.0698	-0.8548	0.3718	98223600.0000	163146218.2625	879230.0000	661278.9205	217951.0795	0.6021	0.2479
w3_take3.0_stop6.0_atr4.0_dev-1.0	202511	69	43	48	0.1124	-0.7550	0.4348	91556550.0000	147001496.9175	1229150.0000	991788.3025	237361.6975	0.6228	0.1931
w3_take3.0_stop6.0_atr4.0_dev-1.0	202512	129	78	73	-0.0800	-0.8446	0.2093	164747130.0000	273148646.1520	-941340.0000	-1293427.4770	352087.4770	0.6031	0.3740
w3_take3.0_stop6.0_atr4.0_dev-1.0	202601	115	73	77	0.1179	-0.4843	0.4696	154609200.0000	244521642.7455	2125840.0000	1745935.1580	379904.8420	0.6323	0.1787
w3_take3.0_stop6.0_atr4.0_dev-1.0	202602	46	27	26	0.1689	-0.2371	0.4130	57054990.0000	97475909.1935	972960.0000	843917.7040	129042.2960	0.5853	0.1326
w3_take3.0_stop6.0_atr4.0_dev-1.0	202603	11	4	7	-0.4844	-5.4422	0.0909	8578900.0000	23255687.8300	-624140.0000	-656546.6890	32406.6890	0.3689	0.0519
w3_take3.0_stop6.0_atr4.0_dev-1.0	202604	34	19	20	-0.0092	-0.5370	0.2647	40216130.0000	72139679.3290	82670.0000	-15206.2895	97876.2895	0.5575	1.1839
w3_take3.0_stop6.0_atr4.0_dev-1.0	202605	26	21	22	0.1915	-1.0381	0.5769	43674150.0000	54828523.0450	721900.0000	614893.0300	107006.9700	0.7966	0.1482
w3_take3.0_stop6.0_atr4.0_dev-1.0	202606	4	2	3	-0.3176	-2.3728	0.2500	4088700.0000	8178626.6100	-144100.0000	-157783.6150	13683.6150	0.4999	0.0950
w3_take3.0_stop6.0_atr4.0_dev-1.0	202608	7	5	3	-0.2169	-0.8935	0.1429	10059000.0000	13680851.8200	-138800.0000	-151717.8400	12917.8400	0.7353	0.0931
w3_take3.0_stop6.0_atr4.0_dev-1.0	202609	43	29	31	0.0398	-0.6854	0.3721	61119450.0000	91138918.7875	278800.0000	127706.4050	151093.5950	0.6706	0.5419
w3_take3.0_stop6.0_atr4.5_dev-1.0	202509	76	47	39	-0.0142	-0.7028	0.2500	97674370.0000	157557370.0610	63070.0000	-123414.8665	186484.8665	0.6199	2.9568
w3_take3.0_stop6.0_atr4.5_dev-1.0	202510	94	60	59	0.0875	-0.7922	0.4149	124948580.0000	196553188.5565	1294630.0000	1009764.3565	284865.6435	0.6357	0.2200
w3_take3.0_stop6.0_atr4.5_dev-1.0	202511	95	57	62	0.0270	-0.8104	0.3684	120669300.0000	201192824.3975	664450.0000	361247.6325	303202.3675	0.5998	0.4563
w3_take3.0_stop6.0_atr4.5_dev-1.0	202512	156	93	87	-0.0887	-0.9518	0.1923	194822530.0000	327300967.7820	-1290940.0000	-1707227.6070	416287.6070	0.5952	0.3225
w3_take3.0_stop6.0_atr4.5_dev-1.0	202601	161	105	108	0.1076	-0.5385	0.4596	219260400.0000	337740323.4505	2723840.0000	2199551.7380	524288.2620	0.6492	0.1925
w3_take3.0_stop6.0_atr4.5_dev-1.0	202602	83	55	50	0.1628	-0.4706	0.4458	115397390.0000	174964030.6685	1808060.0000	1561740.8490	246319.1510	0.6595	0.1362
w3_take3.0_stop6.0_atr4.5_dev-1.0	202603	24	11	19	-0.5430	-5.5183	0.0417	23023200.0000	49958092.5900	-1521440.0000	-1608614.1040	87174.1040	0.4609	0.0573
w3_take3.0_stop6.0_atr4.5_dev-1.0	202604	52	30	31	0.0339	-0.4807	0.3462	62693980.0000	108604198.1865	425670.0000	275248.6455	150421.3545	0.5773	0.3534
w3_take3.0_stop6.0_atr4.5_dev-1.0	202605	41	31	33	0.0955	-1.3514	0.5366	65032400.0000	86853526.0750	638750.0000	477948.7375	160801.2625	0.7488	0.2517
w3_take3.0_stop6.0_atr4.5_dev-1.0	202606	6	3	4	-0.1348	-2.8928	0.3333	6121900.0000	12245636.5700	-83000.0000	-101491.3400	18491.3400	0.4999	0.2228
w3_take3.0_stop6.0_atr4.5_dev-1.0	202608	23	15	11	0.0213	-1.1628	0.3043	30804300.0000	46743210.4300	131450.0000	80017.6825	51432.3175	0.6590	0.3913
w3_take3.0_stop6.0_atr4.5_dev-1.0	202609	56	35	39	0.0168	-0.8372	0.3571	73795850.0000	118631942.1225	154000.0000	-35761.7450	189761.7450	0.6221	1.2322
w3_take3.0_stop6.0_atr5.0_dev-1.0	202509	87	54	45	0.0011	-0.7744	0.2644	112138070.0000	180061645.1960	244020.0000	28797.9010	215222.0990	0.6228	0.8820
w3_take3.0_stop6.0_atr5.0_dev-1.0	202510	108	70	69	0.0788	-0.7922	0.4259	146200320.0000	226429949.3985	1378540.0000	1044579.0680	333960.9320	0.6457	0.2423
w3_take3.0_stop6.0_atr5.0_dev-1.0	202511	134	80	86	0.0084	-1.0088	0.3433	166731312.0000	279968150.9243	572538.0000	158708.1757	413829.8243	0.5955	0.7228
w3_take3.0_stop6.0_atr5.0_dev-1.0	202512	170	105	98	-0.0837	-1.0775	0.2176	219420130.0000	356362626.3770	-1281990.0000	-1750668.0795	468678.0795	0.6157	0.3656
w3_take3.0_stop6.0_atr5.0_dev-1.0	202601	184	121	124	0.0977	-0.5897	0.4457	251496900.0000	384055069.6205	2888040.0000	2290032.8480	598007.1520	0.6548	0.2071
w3_take3.0_stop6.0_atr5.0_dev-1.0	202602	105	67	62	0.1150	-0.5405	0.4000	140702190.0000	221381792.2885	1675160.0000	1370711.8740	304448.1260	0.6356	0.1817
w3_take3.0_stop6.0_atr5.0_dev-1.0	202603	37	20	28	-0.4981	-5.5944	0.0811	41633200.0000	77134618.4575	-2152940.0000	-2281462.5490	128522.5490	0.5397	0.0597
w3_take3.0_stop6.0_atr5.0_dev-1.0	202604	76	46	48	0.0825	-0.4692	0.4211	95974280.0000	158729615.8715	1078370.0000	845136.1505	233233.8495	0.6046	0.2163
w3_take3.0_stop6.0_atr5.0_dev-1.0	202605	61	45	47	0.0445	-1.3514	0.4918	93230800.0000	126710403.7100	576850.0000	351325.5025	225524.4975	0.7358	0.3910
w3_take3.0_stop6.0_atr5.0_dev-1.0	202606	8	4	5	-0.0416	-1.2064	0.3750	8255900.0000	16514276.7700	-17000.0000	-40541.4400	23541.4400	0.4999	1.3848
w3_take3.0_stop6.0_atr5.0_dev-1.0	202607	3	2	1	0.0936	-0.3950	0.3333	4319840.0000	6482652.2520	41480.0000	36418.5860	5061.4140	0.6664	0.1220
w3_take3.0_stop6.0_atr5.0_dev-1.0	202608	43	30	25	0.0330	-0.9544	0.3721	62815950.0000	89675649.3300	330900.0000	210047.9500	120852.0500	0.7005	0.3652
w3_take3.0_stop6.0_atr5.0_dev-1.0	202609	79	52	58	0.0550	-0.8043	0.3924	109064050.0000	166422909.6925	637800.0000	356281.9450	281518.0550	0.6553	0.4414
w3_take3.0_stop8.0_atr4.0_dev-1.0	202509	66	41	34	-0.0056	-0.6577	0.2727	85495970.0000	137305132.6810	124670.0000	-38490.9865	163160.9865	0.6227	1.3087
w3_take3.0_stop8.0_atr4.0_dev-1.0	202510	78	47	45	0.0724	-0.8548	0.3718	98223600.0000	163146218.2625	905130.0000	687123.2355	218006.7645	0.6021	0.2409
w3_take3.0_stop8.0_atr4.0_dev-1.0	202511	70	43	48	0.0924	-0.7563	0.4286	91615350.0000	149202627.0375	1061550.0000	824413.4025	237136.5975	0.6140	0.2234
w3_take3.0_stop8.0_atr4.0_dev-1.0	202512	127	77	72	-0.0815	-0.7955	0.2126	162633130.0000	268920011.9520	-946240.0000	-1293454.7420	347214.7420	0.6048	0.3669
w3_take3.0_stop8.0_atr4.0_dev-1.0	202601	115	73	77	0.1208	-0.4843	0.4696	154609200.0000	244521642.7455	2165440.0000	1785450.0180	379989.9820	0.6323	0.1755
w3_take3.0_stop8.0_atr4.0_dev-1.0	202602	45	27	25	0.2104	-0.2217	0.4222	57054990.0000	95375594.1935	1185380.0000	1060711.0010	124668.9990	0.5982	0.1052
w3_take3.0_stop8.0_atr4.0_dev-1.0	202603	12	4	8	-0.5994	-6.2799	0.0833	8578900.0000	25356002.8300	-853140.0000	-889884.3390	36744.3390	0.3383	0.0431
w3_take3.0_stop8.0_atr4.0_dev-1.0	202604	32	18	19	-0.0031	-0.6227	0.2500	38195930.0000	68098673.2690	106070.0000	12789.8605	93280.1395	0.5609	0.8794
w3_take3.0_stop8.0_atr4.0_dev-1.0	202605	26	21	22	0.2010	-1.0381	0.5769	43674150.0000	54828523.0450	753100.0000	646025.9500	107074.0500	0.7966	0.1422
w3_take3.0_stop8.0_atr4.0_dev-1.0	202606	4	2	3	-0.4032	-2.3728	0.2500	4088700.0000	8178626.6100	-187000.0000	-200591.3800	13591.3800	0.4999	0.0727
w3_take3.0_stop8.0_atr4.0_dev-1.0	202608	7	5	3	-0.2541	-0.8935	0.1429	10059000.0000	13680851.8200	-163800.0000	-176664.0900	12864.0900	0.7353	0.0785
w3_take3.0_stop8.0_atr4.0_dev-1.0	202609	43	29	31	0.0398	-0.6854	0.3721	61119450.0000	91138918.7875	278800.0000	127706.4050	151093.5950	0.6706	0.5419
w3_take3.0_stop8.0_atr4.5_dev-1.0	202509	75	46	38	-0.0222	-0.7138	0.2533	95546770.0000	155429450.9210	-15530.0000	-196952.3965	181422.3965	0.6147	11.6821
w3_take3.0_stop8.0_atr4.5_dev-1.0	202510	94	60	59	0.0860	-0.7922	0.4149	124948580.0000	196553188.5565	1278530.0000	993698.9715	284831.0285	0.6357	0.2228
w3_take3.0_stop8.0_atr4.5_dev-1.0	202511	96	57	62	0.0120	-0.8894	0.3646	120728100.0000	203393954.5175	485850.0000	182896.3825	302953.6175	0.5936	0.6236
w3_take3.0_stop8.0_atr4.5_dev-1.0	202512	154	92	86	-0.0891	-0.9441	0.1948	192708530.0000	323072333.5820	-1282840.0000	-1694282.8220	411442.8220	0.5965	0.3207
w3_take3.0_stop8.0_atr4.5_dev-1.0	202601	162	105	108	0.1142	-0.5376	0.4568	219260400.0000	339572598.2505	2782140.0000	2257726.3930	524413.6070	0.6457	0.1885
