variant	month	n_days	n_buy_fills	n_sell_fills	mean_r	mae_med	win_rate	turnover	deployed	gross	net	cost	turnover_x	cost_share
w_take1.0_stop5.0_atr5.0_dev-1.0	202601	135	248	189	0.1636	-0.8818	0.7556	516715400.0000	282586381.6000	3713450.0000	2802558.1875	910891.8125	1.8285	0.2453
w_take1.0_stop5.0_atr5.0_dev-1.0	202602	75	122	79	0.1461	-1.2821	0.6800	256980070.0000	158402086.7495	1780580.0000	1393273.1210	387306.8790	1.6223	0.2175
w_take1.0_stop5.0_atr5.0_dev-1.0	202603	20	35	26	-0.1606	-3.1450	0.4000	72893350.0000	41962743.4675	-274000.0000	-397426.0950	123426.0950	1.7371	0.4505
w_take1.0_stop5.0_atr5.0_dev-1.0	202604	51	80	52	0.0766	-0.8746	0.5686	167616830.0000	107098772.4065	749030.0000	495117.4515	253912.5485	1.5651	0.3390
w_take1.0_stop5.0_atr5.0_dev-1.0	202605	47	86	67	0.1269	-1.4085	0.6596	176682050.0000	99019450.6900	1058000.0000	739147.7800	318852.2200	1.7843	0.3014
w_take1.0_stop5.0_atr5.0_dev-1.0	202606	7	13	9	0.1691	-1.5306	0.5714	27074200.0000	14617792.3400	191400.0000	148178.3600	43221.6400	1.8521	0.2258
w_take1.0_stop5.0_atr5.0_dev-1.0	202607	2	8	6	0.4192	-1.7981	1.0000	17329600.0000	4341621.1455	139410.0000	109234.5335	30175.4665	3.9915	0.2165
w_take1.0_stop5.0_atr5.0_dev-1.0	202608	38	55	33	0.1069	-1.2160	0.5789	116277600.0000	80303793.7625	688250.0000	524365.5375	163884.4625	1.4480	0.2381
w_take1.0_stop5.0_atr5.0_dev-1.0	202609	61	106	81	0.1709	-1.0933	0.7377	222488900.0000	128803667.6525	1724900.0000	1329396.3550	395503.6450	1.7273	0.2293
w_take1.0_stop5.0_atr5.0_dev-3.0	202509	65	94	50	0.0890	-0.9642	0.5077	196534120.0000	135803387.4530	981950.0000	736613.2325	245336.7675	1.4472	0.2498
w_take1.0_stop5.0_atr5.0_dev-3.0	202510	90	143	100	0.1275	-1.2084	0.7333	299413800.0000	190176752.2345	1946600.0000	1460456.8020	486143.1980	1.5744	0.2497
w_take1.0_stop5.0_atr5.0_dev-3.0	202511	101	159	102	0.1135	-1.1421	0.6832	333541312.0000	212548077.4300	1974638.0000	1477679.2557	496958.7443	1.5693	0.2517
w_take1.0_stop5.0_atr5.0_dev-3.0	202512	124	174	97	0.0826	-0.9226	0.5323	363794380.0000	260460823.2640	1830260.0000	1359634.2180	470625.7820	1.3967	0.2571
w_take1.0_stop5.0_atr5.0_dev-3.0	202601	137	250	190	0.1548	-0.8833	0.7445	520505000.0000	286376550.0400	3610250.0000	2694879.7875	915370.2125	1.8176	0.2535
w_take1.0_stop5.0_atr5.0_dev-3.0	202602	76	123	80	0.1320	-1.3122	0.6711	259133470.0000	160571612.1295	1664980.0000	1272932.5010	392047.4990	1.6138	0.2355
w_take1.0_stop5.0_atr5.0_dev-3.0	202603	22	39	29	-0.1708	-3.1450	0.4091	81547450.0000	46297793.6275	-330300.0000	-468105.8600	137805.8600	1.7614	0.4172
w_take1.0_stop5.0_atr5.0_dev-3.0	202604	51	79	52	0.0766	-0.8746	0.5686	165448730.0000	107102072.9015	749030.0000	495109.8615	253920.1385	1.5448	0.3390
w_take1.0_stop5.0_atr5.0_dev-3.0	202605	48	87	67	0.1242	-1.4193	0.6458	178816850.0000	101154570.9100	1058000.0000	739147.7800	318852.2200	1.7678	0.3014
w_take1.0_stop5.0_atr5.0_dev-3.0	202606	8	14	9	0.1480	-1.7874	0.5000	29218600.0000	16762514.0000	191400.0000	148178.3600	43221.6400	1.7431	0.2258
w_take1.0_stop5.0_atr5.0_dev-3.0	202607	2	8	6	0.4192	-1.7981	1.0000	17329600.0000	4341621.1455	139410.0000	109234.5335	30175.4665	3.9915	0.2165
w_take1.0_stop5.0_atr5.0_dev-3.0	202608	39	59	36	0.1156	-1.1628	0.5897	124462600.0000	82384105.7625	758250.0000	580173.5375	178076.4625	1.5108	0.2349
w_take1.0_stop5.0_atr5.0_dev-3.0	202609	66	116	90	0.1793	-1.1251	0.7576	241843900.0000	138567131.9525	1938900.0000	1501727.1550	437172.8450	1.7453	0.2255
w_take1.0_stop5.0_atr5.0_dev0.0	202509	60	83	42	0.0931	-0.9829	0.5000	173221870.0000	125237902.8680	917400.0000	711490.7300	205909.2700	1.3831	0.2244
w_take1.0_stop5.0_atr5.0_dev0.0	202510	85	130	89	0.1116	-1.2407	0.6824	271786350.0000	179445192.7420	1637950.0000	1206006.0045	431943.9955	1.5146	0.2637
w_take1.0_stop5.0_atr5.0_dev0.0	202511	91	144	93	0.1239	-1.0938	0.6923	302033862.0000	191857474.3050	1884188.0000	1431060.1282	453127.8718	1.5743	0.2405
w_take1.0_stop5.0_atr5.0_dev0.0	202512	118	162	86	0.1016	-0.8905	0.5254	339191770.0000	248424208.0425	1949860.0000	1530617.3680	419242.6320	1.3654	0.2150
w_take1.0_stop5.0_atr5.0_dev0.0	202601	132	244	184	0.1707	-0.8766	0.7500	508683600.0000	276613335.7775	3754800.0000	2866049.5900	888750.4100	1.8390	0.2367
w_take1.0_stop5.0_atr5.0_dev0.0	202602	73	119	78	0.1480	-1.2235	0.6849	250639170.0000	154199056.3895	1755380.0000	1373128.4210	382251.5790	1.6254	0.2178
w_take1.0_stop5.0_atr5.0_dev0.0	202603	18	31	24	-0.1934	-3.6239	0.3889	64262500.0000	37642245.4900	-319000.0000	-432414.0450	113414.0450	1.7072	0.3555
w_take1.0_stop5.0_atr5.0_dev0.0	202604	49	78	51	0.0772	-0.8383	0.5510	163575330.0000	102890041.1915	729030.0000	479748.9515	249281.0485	1.5898	0.3419
w_take1.0_stop5.0_atr5.0_dev0.0	202605	45	82	63	0.1463	-1.4085	0.6667	168045050.0000	94678399.6300	1119050.0000	819931.6225	299118.3775	1.7749	0.2673
w_take1.0_stop5.0_atr5.0_dev0.0	202606	7	13	9	0.1691	-1.5306	0.5714	27074200.0000	14617792.3400	191400.0000	148178.3600	43221.6400	1.8521	0.2258
w_take1.0_stop5.0_atr5.0_dev0.0	202607	2	8	6	0.4192	-1.7981	1.0000	17329600.0000	4341621.1455	139410.0000	109234.5335	30175.4665	3.9915	0.2165
w_take1.0_stop5.0_atr5.0_dev0.0	202608	37	52	31	0.1023	-1.1628	0.5676	109803100.0000	78139169.1175	642250.0000	488377.8975	153872.1025	1.4052	0.2396
w_take1.0_stop5.0_atr5.0_dev0.0	202609	58	100	76	0.1656	-1.0591	0.7241	210259900.0000	122658746.0525	1599900.0000	1228148.1050	371751.8950	1.7142	0.2324
w_take1.2_stop3.0_atr4.0_dev-1.0	202509	54	66	30	0.0489	-0.9310	0.3704	138466920.0000	113334417.6130	484700.0000	336783.5750	147916.4250	1.2218	0.3052
w_take1.2_stop3.0_atr4.0_dev-1.0	202510	68	88	54	0.0467	-1.1016	0.4853	184712100.0000	143875028.0175	674200.0000	410373.4850	263826.5150	1.2838	0.3913
w_take1.2_stop3.0_atr4.0_dev-1.0	202511	64	86	55	0.1220	-0.7856	0.6094	183323870.0000	137382294.2535	1280840.0000	1007400.8500	273439.1500	1.3344	0.2135
w_take1.2_stop3.0_atr4.0_dev-1.0	202512	104	128	63	0.0436	-0.7399	0.4231	269828170.0000	220207746.2080	889990.0000	581959.6085	308030.3915	1.2253	0.3461
w_take1.2_stop3.0_atr4.0_dev-1.0	202601	86	136	91	0.1417	-0.7145	0.6628	288068950.0000	182940736.9950	2014650.0000	1567768.1425	446881.8575	1.5747	0.2218
w_take1.2_stop3.0_atr4.0_dev-1.0	202602	35	47	27	0.0464	-0.9747	0.4286	99802260.0000	73989326.7345	334900.0000	201718.0430	133181.9570	1.3489	0.3977
w_take1.2_stop3.0_atr4.0_dev-1.0	202603	5	7	4	-0.1981	-3.1804	0.2000	14816400.0000	10739910.7450	-107700.0000	-127241.0850	19541.0850	1.3796	0.1814
w_take1.2_stop3.0_atr4.0_dev-1.0	202604	28	34	21	0.0425	-0.8505	0.4286	72100730.0000	59720166.6815	254690.0000	151225.5125	103464.4875	1.2073	0.4062
w_take1.2_stop3.0_atr4.0_dev-1.0	202605	25	39	33	0.1482	-1.3514	0.6800	81275300.0000	53305144.5725	627600.0000	468053.6700	159546.3300	1.5247	0.2542
w_take1.2_stop3.0_atr4.0_dev-1.0	202606	5	5	3	-0.0451	-2.0442	0.4000	10436300.0000	10465369.5700	-14300.0000	-28495.4450	14195.4450	0.9972	0.9927
w_take1.2_stop3.0_atr4.0_dev-1.0	202608	6	10	6	0.1678	-0.9788	0.6667	20620200.0000	12273240.7100	160600.0000	130707.3000	29892.7000	1.6801	0.1861
w_take1.2_stop3.0_atr4.0_dev-1.0	202609	38	57	41	0.1617	-1.0083	0.7105	120759150.0000	80793567.2175	988150.0000	787004.0625	201145.9375	1.4947	0.2036
w_take1.2_stop3.0_atr4.0_dev-3.0	202509	57	71	35	0.0478	-0.9126	0.4035	148890120.0000	119648564.5930	521500.0000	349602.6250	171897.3750	1.2444	0.3296
w_take1.2_stop3.0_atr4.0_dev-3.0	202510	73	95	60	0.0516	-1.1080	0.5205	199520190.0000	154573622.5660	777800.0000	484691.2110	293108.7890	1.2908	0.3768
w_take1.2_stop3.0_atr4.0_dev-3.0	202511	67	90	57	0.1106	-0.8104	0.5970	191871030.0000	143792915.7025	1239330.0000	956092.5115	283237.4885	1.3344	0.2285
w_take1.2_stop3.0_atr4.0_dev-3.0	202512	108	132	64	0.0374	-0.7564	0.4074	278307270.0000	228688118.0730	829990.0000	517748.5085	312241.4915	1.2170	0.3762
w_take1.2_stop3.0_atr4.0_dev-3.0	202601	87	137	91	0.1401	-0.7181	0.6552	290202250.0000	185074356.9900	2014650.0000	1567768.1425	446881.8575	1.5680	0.2218
w_take1.2_stop3.0_atr4.0_dev-3.0	202602	35	47	27	0.0464	-0.9747	0.4286	99802260.0000	73989326.7345	334900.0000	201718.0430	133181.9570	1.3489	0.3977
w_take1.2_stop3.0_atr4.0_dev-3.0	202603	6	8	5	-0.3023	-3.3759	0.1667	16979400.0000	12903235.1950	-210200.0000	-234086.2100	23886.2100	1.3159	0.1136
w_take1.2_stop3.0_atr4.0_dev-3.0	202604	28	34	21	0.0425	-0.8505	0.4286	72100730.0000	59720166.6815	254690.0000	151225.5125	103464.4875	1.2073	0.4062
w_take1.2_stop3.0_atr4.0_dev-3.0	202605	25	39	33	0.1482	-1.3514	0.6800	81275300.0000	53305144.5725	627600.0000	468053.6700	159546.3300	1.5247	0.2542
w_take1.2_stop3.0_atr4.0_dev-3.0	202606	6	6	3	-0.0376	-2.4255	0.3333	12435000.0000	12464369.3750	-14300.0000	-28495.4450	14195.4450	0.9976	0.9927
w_take1.2_stop3.0_atr4.0_dev-3.0	202608	6	10	6	0.1678	-0.9788	0.6667	20620200.0000	12273240.7100	160600.0000	130707.3000	29892.7000	1.6801	0.1861
w_take1.2_stop3.0_atr4.0_dev-3.0	202609	39	58	41	0.1576	-0.9955	0.6923	122269150.0000	82303793.7175	988150.0000	787004.0625	201145.9375	1.4856	0.2036
w_take1.2_stop3.0_atr4.0_dev0.0	202509	51	61	27	0.0562	-0.9126	0.3725	127836670.0000	107012669.4930	498900.0000	365871.5350	133028.4650	1.1946	0.2666
w_take1.2_stop3.0_atr4.0_dev0.0	202510	65	81	48	0.0319	-1.1080	0.4308	169741100.0000	137363651.4575	503400.0000	269398.8750	234001.1250	1.2357	0.4648
w_take1.2_stop3.0_atr4.0_dev0.0	202511	61	82	53	0.1224	-0.7692	0.6230	174841730.0000	130922085.3675	1226240.0000	962895.8700	263344.1300	1.3355	0.2148
w_take1.2_stop3.0_atr4.0_dev0.0	202512	98	120	59	0.0554	-0.7233	0.4286	253185510.0000	207371561.0690	985290.0000	696514.7835	288775.2165	1.2209	0.2931
w_take1.2_stop3.0_atr4.0_dev0.0	202601	81	130	87	0.1511	-0.7080	0.6790	275342700.0000	172261685.3775	2003850.0000	1575962.2225	427887.7775	1.5984	0.2135
w_take1.2_stop3.0_atr4.0_dev0.0	202602	34	46	27	0.0478	-0.9311	0.4412	97774260.0000	71961022.5345	334900.0000	201718.0430	133181.9570	1.3587	0.3977
w_take1.2_stop3.0_atr4.0_dev0.0	202603	4	6	4	-0.2477	-3.3759	0.2500	12654800.0000	8577986.5050	-107700.0000	-127241.0850	19541.0850	1.4753	0.1814
w_take1.2_stop3.0_atr4.0_dev0.0	202604	26	31	19	0.0330	-0.8505	0.4231	65949730.0000	55525037.5065	202990.0000	109101.8575	93888.1425	1.1877	0.4625
w_take1.2_stop3.0_atr4.0_dev0.0	202605	23	36	30	0.1768	-1.3456	0.6957	74882600.0000	49066408.8575	655300.0000	510397.3250	144902.6750	1.5261	0.2211
w_take1.2_stop3.0_atr4.0_dev0.0	202606	5	5	3	-0.0451	-2.0442	0.4000	10436300.0000	10465369.5700	-14300.0000	-28495.4450	14195.4450	0.9972	0.9927
w_take1.2_stop3.0_atr4.0_dev0.0	202608	6	10	6	0.1678	-0.9788	0.6667	20620200.0000	12273240.7100	160600.0000	130707.3000	29892.7000	1.6801	0.1861
w_take1.2_stop3.0_atr4.0_dev0.0	202609	37	55	40	0.1617	-0.9955	0.7027	116492550.0000	78650845.8575	962150.0000	765945.6225	196204.3775	1.4811	0.2039
w_take1.2_stop3.0_atr4.5_dev-1.0	202509	60	72	31	0.0467	-0.9568	0.3500	150588320.0000	125457635.8230	509900.0000	357176.6750	152723.3250	1.2003	0.2995
w_take1.2_stop3.0_atr4.5_dev-1.0	202510	82	110	72	0.0720	-1.1258	0.5366	230230380.0000	173063085.5695	1100600.0000	750814.4550	349785.5450	1.3303	0.3178
w_take1.2_stop3.0_atr4.5_dev-1.0	202511	87	116	68	0.0990	-0.8104	0.5517	246352520.0000	185860614.9110	1447840.0000	1111344.0300	336495.9700	1.3255	0.2324
w_take1.2_stop3.0_atr4.5_dev-1.0	202512	126	160	82	0.0505	-0.9226	0.4524	333884520.0000	264116431.5230	1234390.0000	837594.9285	396795.0715	1.2642	0.3215
w_take1.2_stop3.0_atr4.5_dev-1.0	202601	126	195	137	0.1253	-0.8339	0.6508	407715150.0000	264624987.7950	2664850.0000	2003147.9225	661702.0775	1.5407	0.2483
w_take1.2_stop3.0_atr4.5_dev-1.0	202602	68	101	66	0.0809	-1.0364	0.5294	213219860.0000	143633371.7745	1030200.0000	706840.5780	323359.4220	1.4845	0.3139
w_take1.2_stop3.0_atr4.5_dev-1.0	202603	13	19	14	-0.1544	-3.1804	0.3077	39784220.0000	27513046.3380	-186400.0000	-253808.5300	67408.5300	1.4460	0.3616
w_take1.2_stop3.0_atr4.5_dev-1.0	202604	39	51	30	0.0393	-0.9960	0.4872	106476730.0000	81507234.2515	370440.0000	224569.4900	145870.5100	1.3063	0.3938
w_take1.2_stop3.0_atr4.5_dev-1.0	202605	36	56	45	0.1020	-1.3684	0.6111	117633950.0000	76980945.4100	682250.0000	463413.6125	218836.3875	1.5281	0.3208
w_take1.2_stop3.0_atr4.5_dev-1.0	202606	6	6	4	-0.1290	-2.4756	0.3333	12469500.0000	12498874.5500	-76700.0000	-95437.6450	18737.6450	0.9976	0.2443
w_take1.2_stop3.0_atr4.5_dev-1.0	202608	21	30	17	0.1170	-1.3609	0.5238	62926350.0000	43816871.5450	402550.0000	317813.9825	84736.0175	1.4361	0.2105
w_take1.2_stop3.0_atr4.5_dev-1.0	202609	49	72	49	0.1394	-1.0212	0.6327	152380550.0000	104058156.3825	1115750.0000	875533.7825	240216.2175	1.4644	0.2153
w_take1.2_stop3.0_atr4.5_dev-3.0	202509	63	77	36	0.0459	-0.9494	0.3810	161011520.0000	131771782.8030	546700.0000	369995.7250	176704.2750	1.2219	0.3232
w_take1.2_stop3.0_atr4.5_dev-3.0	202510	87	117	78	0.0747	-1.1436	0.5632	245038470.0000	183761680.1180	1204200.0000	825132.1810	379067.8190	1.3335	0.3148
w_take1.2_stop3.0_atr4.5_dev-3.0	202511	92	122	71	0.0909	-0.9238	0.5435	259126280.0000	196516473.0500	1429730.0000	1078624.3815	351105.6185	1.3186	0.2456
w_take1.2_stop3.0_atr4.5_dev-3.0	202512	132	168	86	0.0402	-0.9531	0.4394	350895320.0000	276971459.4880	1126390.0000	711567.4285	414822.5715	1.2669	0.3683
w_take1.2_stop3.0_atr4.5_dev-3.0	202601	128	197	138	0.1188	-0.8430	0.6406	411892050.0000	268802514.3300	2597650.0000	1931392.1225	666257.8775	1.5323	0.2565
w_take1.2_stop3.0_atr4.5_dev-3.0	202602	69	102	67	0.0663	-1.0981	0.5217	215373260.0000	145802897.1545	914600.0000	586499.9580	328100.0420	1.4772	0.3587
w_take1.2_stop3.0_atr4.5_dev-3.0	202603	14	20	15	-0.2022	-3.1986	0.2857	41947220.0000	29676370.7880	-288900.0000	-360653.6550	71753.6550	1.4135	0.2484
w_take1.2_stop3.0_atr4.5_dev-3.0	202604	39	51	30	0.0393	-0.9960	0.4872	106476730.0000	81507234.2515	370440.0000	224569.4900	145870.5100	1.3063	0.3938
w_take1.2_stop3.0_atr4.5_dev-3.0	202605	36	56	45	0.1020	-1.3684	0.6111	117633950.0000	76980945.4100	682250.0000	463413.6125	218836.3875	1.5281	0.3208
w_take1.2_stop3.0_atr4.5_dev-3.0	202606	7	7	4	-0.1106	-2.8068	0.2857	14468200.0000	14497874.3550	-76700.0000	-95437.6450	18737.6450	0.9980	0.2443
w_take1.2_stop3.0_atr4.5_dev-3.0	202608	23	35	20	0.1280	-1.3609	0.5217	73246150.0000	48032303.7650	477550.0000	378611.2325	98938.7675	1.5249	0.2072
w_take1.2_stop3.0_atr4.5_dev-3.0	202609	52	77	53	0.1302	-1.0083	0.6154	161985150.0000	109638593.3225	1125950.0000	867094.2725	258855.7275	1.4774	0.2299
w_take1.2_stop3.0_atr4.5_dev0.0	202509	57	67	28	0.0532	-0.9494	0.3509	139958070.0000	119135887.7030	524100.0000	386264.6350	137835.3650	1.1748	0.2630
w_take1.2_stop3.0_atr4.5_dev0.0	202510	79	103	66	0.0608	-1.1436	0.4937	215259380.0000	166551709.0095	929800.0000	609839.8450	319960.1550	1.2924	0.3441
w_take1.2_stop3.0_atr4.5_dev0.0	202511	82	108	64	0.0968	-0.7928	0.5488	229478880.0000	175191774.8250	1341040.0000	1024381.6100	316658.3900	1.3099	0.2361
w_take1.2_stop3.0_atr4.5_dev0.0	202512	118	150	76	0.0717	-0.8899	0.4661	313956860.0000	247956747.9340	1443690.0000	1073547.9035	370142.0965	1.2662	0.2564
w_take1.2_stop3.0_atr4.5_dev0.0	202601	120	188	131	0.1293	-0.8055	0.6500	393194900.0000	252151667.0775	2610050.0000	1975638.4025	634411.5975	1.5594	0.2431
w_take1.2_stop3.0_atr4.5_dev0.0	202602	66	96	61	0.0669	-0.9497	0.5303	202665860.0000	139434742.0745	864300.0000	565898.0630	298401.9370	1.4535	0.3453
w_take1.2_stop3.0_atr4.5_dev0.0	202603	10	14	12	-0.2347	-3.3001	0.3000	28982700.0000	21021552.7600	-240400.0000	-297777.1300	57377.1300	1.3787	0.2387
w_take1.2_stop3.0_atr4.5_dev0.0	202604	36	47	27	0.0505	-0.9353	0.5000	99043730.0000	75988906.6265	364740.0000	231389.8350	133350.1650	1.3034	0.3656
w_take1.2_stop3.0_atr4.5_dev0.0	202605	34	53	42	0.1187	-1.3684	0.6176	111241250.0000	72742209.6950	709950.0000	505757.2675	204192.7325	1.5293	0.2876
w_take1.2_stop3.0_atr4.5_dev0.0	202606	6	6	4	-0.1290	-2.4756	0.3333	12469500.0000	12498874.5500	-76700.0000	-95437.6450	18737.6450	0.9976	0.2443
w_take1.2_stop3.0_atr4.5_dev0.0	202608	20	26	14	0.0948	-1.4906	0.5000	54269400.0000	41648146.2850	314450.0000	244840.8625	69609.1375	1.3030	0.2214
w_take1.2_stop3.0_atr4.5_dev0.0	202609	48	70	47	0.1355	-1.0083	0.6042	148280550.0000	101977844.3825	1065750.0000	835071.2825	230678.7175	1.4540	0.2164
w_take1.2_stop3.0_atr5.0_dev-1.0	202509	70	87	40	0.0555	-0.9723	0.3714	181886220.0000	146437482.3280	693300.0000	496284.1050	197015.8950	1.2421	0.2842
w_take1.2_stop3.0_atr5.0_dev-1.0	202510	92	127	83	0.0848	-1.1258	0.5543	266519880.0000	194584193.2515	1399610.0000	995260.5215	404349.4785	1.3697	0.2889
w_take1.2_stop3.0_atr5.0_dev-1.0	202511	120	168	103	0.0988	-1.1202	0.5583	353171282.0000	253801404.5010	2032578.0000	1530574.5707	502003.4293	1.3915	0.2470
w_take1.2_stop3.0_atr5.0_dev-1.0	202512	138	177	93	0.0498	-0.9518	0.4565	368242920.0000	288842289.8455	1345290.0000	896366.3085	448923.6915	1.2749	0.3337
w_take1.2_stop3.0_atr5.0_dev-1.0	202601	145	232	167	0.1104	-0.8715	0.6483	483010950.0000	303208074.3900	2846150.0000	2043992.0375	802157.9625	1.5930	0.2818
w_take1.2_stop3.0_atr5.0_dev-1.0	202602	83	121	76	0.0775	-1.1727	0.5060	254719560.0000	175036981.6095	1195800.0000	824520.0780	371279.9220	1.4552	0.3105
w_take1.2_stop3.0_atr5.0_dev-1.0	202603	21	32	24	-0.1762	-3.1097	0.2857	66732170.0000	44133188.9855	-348650.0000	-462995.7375	114345.7375	1.5121	0.3280
w_take1.2_stop3.0_atr5.0_dev-1.0	202604	54	75	45	0.0508	-0.8364	0.5000	156337430.0000	112797327.0615	594340.0000	376176.5850	218163.4150	1.3860	0.3671
w_take1.2_stop3.0_atr5.0_dev-1.0	202605	55	88	71	0.0917	-1.4799	0.6000	181548350.0000	116201477.6075	955350.0000	616094.2625	339255.7375	1.5624	0.3551
w_take1.2_stop3.0_atr5.0_dev-1.0	202606	7	9	6	-0.0633	-2.0442	0.4286	18902300.0000	14655197.9500	-23900.0000	-52587.8050	28687.8050	1.2898	1.2003
w_take1.2_stop3.0_atr5.0_dev-1.0	202607	2	6	4	0.3316	-1.5903	1.0000	12989450.0000	4336470.3730	106520.0000	86385.6320	20134.3680	2.9954	0.1890
w_take1.2_stop3.0_atr5.0_dev-1.0	202608	42	58	37	0.1294	-1.2825	0.5952	122855450.0000	88891431.7150	885700.0000	701686.8050	184013.1950	1.3821	0.2078
w_take1.2_stop3.0_atr5.0_dev-1.0	202609	68	108	75	0.1446	-0.9884	0.6176	227558050.0000	144133666.8075	1622850.0000	1255847.5975	367002.4025	1.5788	0.2261
w_take1.2_stop3.0_atr5.0_dev-3.0	202509	73	92	45	0.0543	-0.9685	0.3973	192309420.0000	152751629.3080	730100.0000	509103.1550	220996.8450	1.2590	0.3027
w_take1.2_stop3.0_atr5.0_dev-3.0	202510	97	134	89	0.0865	-1.1436	0.5773	281327970.0000	205282787.8000	1503210.0000	1069578.2475	433631.7525	1.3704	0.2885
w_take1.2_stop3.0_atr5.0_dev-3.0	202511	125	174	106	0.0929	-1.1364	0.5520	365945042.0000	264457262.6400	2014468.0000	1497854.9222	516613.0778	1.3838	0.2565
w_take1.2_stop3.0_atr5.0_dev-3.0	202512	144	185	97	0.0404	-0.9540	0.4444	385253720.0000	301697317.8105	1237290.0000	770338.8085	466951.1915	1.2770	0.3774
w_take1.2_stop3.0_atr5.0_dev-3.0	202601	148	235	169	0.1002	-0.8772	0.6351	488933850.0000	309131862.8250	2720950.0000	1910345.1375	810604.8625	1.5816	0.2979
w_take1.2_stop3.0_atr5.0_dev-3.0	202602	85	125	80	0.0618	-1.2152	0.4941	262770460.0000	179215808.3395	1062700.0000	673152.8330	389547.1670	1.4662	0.3666
w_take1.2_stop3.0_atr5.0_dev-3.0	202603	23	35	26	-0.1895	-3.1097	0.3043	73224770.0000	48468239.1455	-424750.0000	-548461.4825	123711.4825	1.5108	0.2913
w_take1.2_stop3.0_atr5.0_dev-3.0	202604	54	75	45	0.0508	-0.8364	0.5000	156337430.0000	112797327.0615	594340.0000	376176.5850	218163.4150	1.3860	0.3671
w_take1.2_stop3.0_atr5.0_dev-3.0	202605	57	89	73	0.0685	-1.5478	0.5789	183666950.0000	120462716.6975	818950.0000	470344.5425	348605.4575	1.5247	0.4257
w_take1.2_stop3.0_atr5.0_dev-3.0	202606	8	10	6	-0.0553	-2.4255	0.3750	20901000.0000	16654197.7550	-23900.0000	-52587.8050	28687.8050	1.2550	1.2003
w_take1.2_stop3.0_atr5.0_dev-3.0	202607	2	6	4	0.3316	-1.5903	1.0000	12989450.0000	4336470.3730	106520.0000	86385.6320	20134.3680	2.9954	0.1890
w_take1.2_stop3.0_atr5.0_dev-3.0	202608	45	64	41	0.1151	-1.2956	0.5778	134706250.0000	94661097.0350	894700.0000	693051.7550	201648.2450	1.4230	0.2254
w_take1.2_stop3.0_atr5.0_dev-3.0	202609	74	119	85	0.1452	-1.0049	0.6351	248977650.0000	155962040.7975	1780050.0000	1366751.9375	413298.0625	1.5964	0.2322
w_take1.2_stop3.0_atr5.0_dev0.0	202509	67	82	37	0.0614	-0.9685	0.3731	171255970.0000	140115734.2080	707500.0000	525372.0650	182127.9350	1.2222	0.2574
w_take1.2_stop3.0_atr5.0_dev0.0	202510	88	118	76	0.0742	-1.1258	0.5114	247228280.0000	185906491.7915	1202210.0000	832724.9015	369485.0985	1.3299	0.3073
w_take1.2_stop3.0_atr5.0_dev0.0	202511	113	158	98	0.0941	-1.0938	0.5487	331929992.0000	238956138.0450	1844828.0000	1368601.4882	476226.5118	1.3891	0.2581
w_take1.2_stop3.0_atr5.0_dev0.0	202512	130	167	87	0.0690	-0.8921	0.4692	348315260.0000	272682606.2565	1554590.0000	1132319.2835	422270.7165	1.2774	0.2716
w_take1.2_stop3.0_atr5.0_dev0.0	202601	139	225	161	0.1132	-0.8475	0.6475	468490700.0000	290734753.6725	2791350.0000	2016482.5175	774867.4825	1.6114	0.2776
w_take1.2_stop3.0_atr5.0_dev0.0	202602	80	114	70	0.0646	-1.1658	0.5000	239852660.0000	168663625.7495	1001100.0000	659840.6030	341259.3970	1.4221	0.3409
w_take1.2_stop3.0_atr5.0_dev0.0	202603	18	27	22	-0.2244	-3.1860	0.2778	55930650.0000	37641695.4075	-402650.0000	-506964.3375	104314.3375	1.4859	0.2591
w_take1.2_stop3.0_atr5.0_dev0.0	202604	51	71	42	0.0593	-0.8345	0.5098	148904430.0000	107278999.4365	588640.0000	382996.9300	205643.0700	1.3880	0.3494
w_take1.2_stop3.0_atr5.0_dev0.0	202605	51	82	64	0.1213	-1.4301	0.6275	168709850.0000	107656095.9925	1064450.0000	759371.3775	305078.6225	1.5671	0.2866
w_take1.2_stop3.0_atr5.0_dev0.0	202606	7	9	6	-0.0633	-2.0442	0.4286	18902300.0000	14655197.9500	-23900.0000	-52587.8050	28687.8050	1.2898	1.2003
w_take1.2_stop3.0_atr5.0_dev0.0	202607	2	6	4	0.3316	-1.5903	1.0000	12989450.0000	4336470.3730	106520.0000	86385.6320	20134.3680	2.9954	0.1890
w_take1.2_stop3.0_atr5.0_dev0.0	202608	39	50	32	0.1161	-1.2693	0.5641	105582200.0000	82383355.6500	742500.0000	583570.6300	158929.3700	1.2816	0.2140
w_take1.2_stop3.0_atr5.0_dev0.0	202609	64	100	68	0.1354	-0.9616	0.5938	210999050.0000	135786714.9525	1442850.0000	1109659.3475	333190.6525	1.5539	0.2309
w_take1.2_stop4.0_atr4.0_dev-1.0	202509	50	62	27	0.0508	-0.7618	0.3600	130093120.0000	104900052.6480	457800.0000	324575.3900	133224.6100	1.2402	0.2910
w_take1.2_stop4.0_atr4.0_dev-1.0	202510	65	86	52	0.0826	-1.0951	0.5538	180338650.0000	137366001.8100	945950.0000	691539.8525	254410.1475	1.3128	0.2689
