variant	month	n_days	n_buy_fills	n_sell_fills	mean_r	mae_med	win_rate	turnover	deployed	gross	net	cost	turnover_x	cost_share
live_from1000	202606	183	330	330	-0.1373	-2.1375	0.2732	673333161.0000	375392136.3754	-1539231.0000	-3084587.9236	1545356.9236	1.7937	1.0040
live_from1000	202607	84	163	163	-0.0965	-2.1173	0.3452	339416925.0000	176192729.9457	-220125.0000	-1000310.6587	780185.6587	1.9264	3.5443
live_from1000	202608	127	217	217	0.0009	-0.9544	0.5118	445926665.0000	261792377.9672	1069160.0000	41229.9765	1027930.0235	1.7034	0.9614
live_from1000	202609	243	390	390	-0.0490	-1.1530	0.3827	813489160.0000	508097053.1275	403720.0000	-1468173.0660	1871893.0660	1.6011	4.6366
live_from1030	202509	135	168	168	-0.0896	-0.8715	0.2889	352486865.0000	283167013.6817	-702225.0000	-1511435.0058	809210.0058	1.2448	1.1524
live_from1030	202510	223	315	315	-0.0569	-0.8889	0.3901	667246987.0000	472764554.0475	-75477.0000	-1609982.7945	1534505.7945	1.4114	20.3308
live_from1030	202511	371	589	589	-0.0605	-1.1737	0.3504	1238428738.0000	780749246.8228	89767.0000	-2758812.0964	2848579.0964	1.5862	31.7330
live_from1030	202512	399	504	504	-0.0627	-0.7505	0.3383	1053398868.0000	835840905.3322	-674638.0000	-3096004.9247	2421366.9247	1.2603	3.5891
live_from1030	202601	323	511	511	-0.0116	-0.8366	0.4706	1067888979.0000	677772579.6394	1994661.0000	-465772.1728	2460433.1728	1.5756	1.2335
live_from1030	202602	243	365	365	-0.0651	-1.0850	0.3951	756388190.0000	506008129.8360	-237045.0000	-1976228.1903	1739183.1903	1.4948	7.3369
live_from1030	202603	314	590	590	-0.1338	-2.1211	0.2834	1219633495.0000	653775678.6441	-2356935.0000	-5157024.6283	2800089.6283	1.8655	1.1880
live_from1030	202604	189	279	279	-0.0380	-0.9390	0.4074	580241865.0000	393822394.4995	478565.0000	-857020.2042	1335585.2042	1.4734	2.7908
live_from1030	202605	265	466	466	-0.0425	-1.5110	0.4264	963366510.0000	547806953.7192	875485.0000	-1342140.2657	2217625.2657	1.7586	2.5330
live_from1030	202606	179	305	305	-0.1289	-2.1026	0.3017	624157555.0000	368671482.4285	-1386775.0000	-2819355.8103	1432580.8103	1.6930	1.0330
live_from1030	202607	82	139	139	-0.1453	-2.1338	0.2683	290338730.0000	171787594.2745	-806160.0000	-1472205.8350	666045.8350	1.6901	0.8262
live_from1030	202608	126	205	205	-0.0077	-0.8912	0.5000	422258530.0000	259349696.6200	894120.0000	-78996.9770	973116.9770	1.6281	1.0884
live_from1030	202609	243	369	369	-0.0527	-1.0147	0.3621	769647650.0000	508206979.6140	183440.0000	-1587143.9910	1770583.9910	1.5144	9.6521
live_from1100	202509	135	171	171	-0.0590	-0.7067	0.3481	358251916.0000	282813611.6794	-160576.0000	-984210.1684	823634.1684	1.2667	5.1292
live_from1100	202510	221	274	274	-0.0912	-0.8838	0.3077	580496249.0000	468216603.9573	-1230719.0000	-2563214.3268	1332495.3268	1.2398	1.0827
live_from1100	202511	370	532	532	-0.0773	-1.1289	0.3189	1118651248.0000	778315145.7624	-970543.0000	-3541354.2029	2570811.2029	1.4373	2.6488
live_from1100	202512	398	490	490	-0.0549	-0.6722	0.3266	1024630150.0000	833662710.6520	-338630.0000	-2694551.2905	2355921.2905	1.2291	6.9572
live_from1100	202601	321	480	480	-0.0124	-0.7568	0.4455	1002175990.0000	673032689.7625	1798035.0000	-510835.5523	2308870.5523	1.4890	1.2841
live_from1100	202602	238	321	321	-0.0921	-1.0996	0.3487	664869480.0000	494302804.3005	-1199615.0000	-2726235.6318	1526620.6318	1.3451	1.2726
live_from1100	202603	314	541	541	-0.1401	-2.0297	0.3217	1118780485.0000	652379986.3216	-2851860.0000	-5418923.6165	2567063.6165	1.7149	0.9001
live_from1100	202604	188	259	259	-0.0420	-0.8273	0.4309	538279669.0000	391819147.0574	283576.0000	-955076.9271	1238652.9271	1.3738	4.3680
live_from1100	202605	262	452	452	-0.0250	-1.3421	0.4504	934949672.0000	541181552.0581	1398268.0000	-755122.5218	2153390.5218	1.7276	1.5400
live_from1100	202606	177	292	292	-0.1276	-2.0772	0.3164	598443505.0000	364520369.8550	-1388295.0000	-2761730.2273	1373435.2273	1.6417	0.9893
live_from1100	202607	82	143	143	-0.0926	-2.0667	0.3171	299086435.0000	171975077.3927	-236135.0000	-923526.1102	687391.1102	1.7391	2.9110
live_from1100	202608	126	202	202	-0.0085	-0.7583	0.5159	416045990.0000	259134484.3430	869240.0000	-89534.6430	958774.6430	1.6055	1.1030
live_from1100	202609	242	345	345	-0.0649	-0.9199	0.3512	720956280.0000	506322867.0395	-292410.0000	-1949980.7625	1657570.7625	1.4239	5.6687
live_from1300	202509	133	158	158	-0.0291	-0.3868	0.3910	330995755.0000	278170019.2450	293720.0000	-468201.7345	761921.7345	1.1899	2.5940
live_from1300	202510	216	246	246	-0.0582	-0.6066	0.3148	520893100.0000	457375786.0785	-407325.0000	-1604503.3813	1197178.3813	1.1389	2.9391
live_from1300	202511	363	438	438	-0.0569	-0.7264	0.3609	918542225.0000	761431442.5868	-474080.0000	-2585707.8455	2111627.8455	1.2063	4.4542
live_from1300	202512	393	439	439	-0.0465	-0.3992	0.2901	918587070.0000	823630606.0620	-180620.0000	-2292981.9280	2112361.9280	1.1153	11.6951
live_from1300	202601	313	379	379	-0.0379	-0.5277	0.3994	791888365.0000	655071180.9403	301520.0000	-1520471.5075	1821991.5075	1.2089	6.0427
