tp_close	band	res	stop	period	main	holdout	n	n_days	n_months	gate_r	base_r	excess_tw	excess_mw	excess_r	t	p	beat	mae_med	mae_p25	mae_p75	mdd_pct	hold_mean	turnover_yr	cost_share	tp_rate	stop_rate	trunc_rate	q_bh
True	5~35	on	2.5	2020covid	False	False	13405	247	12	-0.0739	-0.0571	-0.0168	-0.0225	-0.0011	-0.0871	0.9321	0.3333	-3.1497	-4.6858	-1.6807	-5.2919	1.3405	187.9833	0.0972	0.3551	0.6449	0.0000	
True	5~35	on	2.5	2022bear	False	True	5319	246	12	-0.0819	-0.0870	0.0052	-0.0051	0.0074	0.8115	0.4343	0.6667	-3.1056	-4.7786	-1.6134	-5.7201	1.5430	163.3225	0.0997	0.3595	0.6400	0.0000	
True	5~35	on	2.5	2024blackmon	False	False	8905	245	13	-0.0908	-0.0782	-0.0126	-0.0103	0.0055	0.2854	0.7802	0.5385	-3.1990	-4.8362	-1.6949	-7.4730	1.4599	172.6200	0.1001	0.3435	0.6517	0.0000	
True	5~35	on	2.5	2026now	False	False	9140	144	9	-0.0467	-0.0827	0.0359	0.0096	0.0520	2.1000	0.0689	0.7778	-3.4388	-5.6841	-1.7466	-3.4336	1.2417	202.9500	0.0911	0.3352	0.6624	0.0000	
True	5~35	on	2.5	all4	False	False	36769	882	46	-0.0724	-0.0755	0.0031	-0.0082	0.0134	1.5566	0.1266	0.5652	-3.2220	-4.9456	-1.6878		1.3741		0.0966	0.3480	0.6502		
True	5~35	on	6	2020covid	False	False	13405	247	12	-0.0696	-0.0484	-0.0212	-0.0431	-0.0110	-0.3728	0.7164	0.3333	-4.0625	-6.8750	-1.6807	-6.7504	2.3801	105.8787	0.0634	0.6188	0.3798	0.0000	
True	5~35	on	6	2022bear	False	True	5319	246	12	-0.1175	-0.1386	0.0211	-0.0036	0.0285	1.3404	0.2071	0.5000	-4.1667	-7.0000	-1.6134	-8.3271	2.7477	91.7132	0.0658	0.6011	0.3944	0.0000	
True	5~35	on	6	2024blackmon	False	False	8905	245	13	-0.1034	-0.1087	0.0053	-0.0045	0.0221	0.8760	0.3982	0.6154	-4.1339	-6.9767	-1.6949	-9.0765	2.5039	100.6440	0.0648	0.6009	0.3911	0.0000	
True	5~35	on	6	2026now	False	False	9140	144	9	-0.0285	-0.1029	0.0745	-0.0458	0.0169	0.4349	0.6751	0.5556	-4.2588	-7.4023	-1.7466	-5.8926	1.8218	138.3268	0.0588	0.6043	0.3932	0.0000	
True	5~35	on	6	all4	False	False	36769	882	46	-0.0745	-0.0992	0.0247	-0.0224	0.0141	1.0251	0.3108	0.5000	-4.1434	-7.0229	-1.6878		2.3245		0.0628	0.6083	0.3880		
True	5~15	off	none	2020covid	False	False	14871	248	12	-0.0398	-0.0229	-0.0169	-0.0885	-0.0301	-1.0167	0.3311	0.2500	-3.9906	-9.4995	-1.6049	-12.1194	6.7274	37.4588	0.0527	0.8216	0.0000	0.0001	
True	5~15	off	none	2022bear	False	True	9601	246	12	-0.3461	-0.2241	-0.1219	-0.1445	-0.0794	-2.4073	0.0348	0.1667	-4.3290	-11.7978	-1.6386	-21.8360	7.8600	32.0610	0.0473	0.7421	0.0000	0.0000	
True	5~15	off	none	2024blackmon	False	False	10623	245	13	-0.1886	-0.1377	-0.0509	-0.0486	-0.0095	-0.3714	0.7168	0.3846	-4.2384	-10.9783	-1.6793	-13.9916	7.1565	35.2130	0.0494	0.7794	0.0000	0.0000	
True	5~15	off	none	2026now	False	False	6765	145	9	0.0026	-0.1371	0.1397	-0.0258	0.0356	0.5245	0.6141	0.5556	-3.9813	-9.5238	-1.6854	-11.4535	5.2902	47.6355	0.0458	0.8646	0.0000	0.0000	
